cr_returned_date_sk|cr_returned_time_sk|cr_item_sk|cr_refunded_customer_sk|cr_refunded_cdemo_sk|cr_refunded_hdemo_sk|cr_refunded_addr_sk|cr_returning_customer_sk|cr_returning_cdemo_sk|cr_returning_hdemo_sk|cr_returning_addr_sk|cr_call_center_sk|cr_catalog_page_sk|cr_ship_mode_sk|cr_warehouse_sk|cr_reason_sk|cr_order_number|cr_return_quantity|cr_return_amount|cr_return_tax|cr_return_amt_inc_tax|cr_fee|cr_return_ship_cost|cr_refunded_cash|cr_reversed_charge|cr_store_credit|cr_net_loss
2451982|25796|1736|4848|33526|6844|2042|5533|54595|4972|749|1|5175|13|1|3|9449|49|321.93|16.09|338.02|23.35|339.57|222.13|17.96|81.84|379.01
2452135|74600|527|4848|33526|6844|2042|5241|32222|5179|1263|1|4226|1|1|1|9449|40|503.20|20.12|523.32|54.36|73.20|327.08|130.32|45.80|147.68
2452075|13860|43|1622|94663|4104|1945|1622|94663|3598|1945|1|4103|2|1|1|9450|3|136.44|5.45|141.89|35.71|79.41|34.11|58.32|44.01|120.57
2451975|15805|829|1622|94663|4104|1945|7730|88970|1157|497|1|3999|4|1|1|9450|11|484.44|0.00|484.44|7.60|123.64|484.44|0.00|0.00|131.24
2452081|18267|527|6183|78419|5615|2931|5917|155048|1514|3293|1|4059|4|1|3|9451|5|781.40|15.62|797.02|8.99|18.35|484.46|293.97|2.97|42.96
2452111|43424|1585|6183|78419|5615|2931|2621|92867|4884|2381|1|5085|12|1|3|9451|10|539.40|48.54|587.94|68.24|419.50|248.12|66.99|224.29|536.28
2451951|58500|1409|9998|103866|1061||||||||13|1|1|9452|51||51.22|1331.83|28.47||896.42|||1488.82
2452156|23270|1094|4687|13316|7192|1821|2256|113177|335|2220|1|4071|14|1|1|9453|64|800.00|8.00|808.00|13.23|780.80|648.00|34.96|117.04|802.03
2451966|44795|1115|4687|13316|7192|1821|6168|18148|2841|4301|1|5182|7|1|3|9453|47|2878.28|0.00|2878.28|43.68|880.78|1554.27|940.04|383.97|924.46
2452080|35403|905|5637|60514|6671|588|6080|88086|6506|53|1|4263|20|1|2|9455|43|158.24|11.07|169.31|55.85|76.97|14.24|73.44|70.56|143.89
2452034|51471|263|5637|60514|6671|588|2139|95919|5404|1002|1|5149|10|1|2|9455|48|1965.60|19.65|1985.25|84.72|1143.36|1140.04|792.53|33.03|1247.73
2451970|85214|1652|5637|60514|6671|588|2445|186320|3950|4140|1|4085|17|1|1|9455|38|220.78|17.66|238.44|31.01|112.10|209.74|8.94|2.10|160.77
2451965|68632|997|8664|17173|4689|1078|4224|161676|5717|118|1|4073|1|1|3|9457|53|4321.09|129.63|4450.72|2.59|493.43|950.63|1280.77|2089.69|625.65
2452091|46496|1163|||472|3247||91554||3292||||1|3|9460||1087.94||1131.45||523.83||527.65|527.66|574.34
2451955|67549|1556|5449|165445|721|3357|1956|160884|2046|2608|1|5087|7|1|2|9461|47|177.19|7.08|184.27|18.75|169.67|77.96|30.76|68.47|195.50
2452006|69403|1316|5449|165445|721|3357|5449|165445|2098|3357|1|4020|18|1|1|9461|44|2985.84|59.71|3045.55|98.03|807.84|716.60|635.38|1633.86|965.58
2452041|46419|1621|6675|91124|6053|295|8074|65225|5103|2508|1|4034|16|1|1|9462|58|267.38|16.04|283.42|17.75|3076.32|205.88|15.37|46.13|3110.11
2452083|64877|1243|8290|61388|1253|1558|8290|61388|2824|1558|1|4247|7|1|2|9465|16|1086.40|54.32|1140.72|68.67|251.68|304.19|70.39|711.82|374.67
2451992|68471|785|477|100368|3619|4590|6837|86098|6107|3036|1|4245|10|1|3|9466|3|268.38|5.36|273.74|6.43|34.71|152.97|18.46|96.95|46.50
2452114|70722|1625|2531|65241|2591|4621|9964|171583|5678|2140|1|5118|19|1|3|9467|35|1917.30|115.03|2032.33|81.02|1198.40|134.21|1230.33|552.76|1394.45
2452088|71677|1001|2531|65241|2591|4621|5633|153433|2448|4983|1|4319|1|1|2|9467|18|2091.42|0.00|2091.42|90.46|1213.56|1233.93|540.21|317.28|1304.02
2452129|41161|793|9512|125801|1370|2546|4332|60799|2290|2654|1|4215|20|1|1|9471|50|3616.00|36.16|3652.16|74.51|3035.00|361.60|2310.62|943.78|3145.67
2452140|35310|122|6900|115345||3235|4322|||||4262||1|1|9473||24.48|||94.60||10.52|10.88|3.08|
2452067|32234|1075|9610|139449|968|3494|3235|122117|3699|2841|1|5104|7|1|3|9474|3|12.15|0.36|12.51|32.61|3.48|5.46|2.54|4.15|36.45
2452055|43535|1640|713|109674|4122|4003|5844|20113|2648|2543|1|4232|1|1|1|9475|1|44.80|4.03|48.83|19.29|38.65|22.84|9.00|12.96|61.97
2452008|48613|829|713|109674|4122|4003|9926|53546|2257|4568|1|5174|15|1|1|9475|2|229.52|20.65|250.17|72.20|0.00|89.51|4.20|135.81|92.85
2452076|68615|1298|||6548|1389|||||1||||3|9476|29|||1351.97|||833.92|236.28||600.80
2452087|8780|1475|560|100044|2088|4852|1272|64037|6698|2872|1|3998|8|1|2|9478|16|2017.60|181.58|2199.18|16.14|477.76|1654.43|352.27|10.90|675.48
2452136|27096|751|560|100044|2088|4852|560|100044|7136|4852|1|5156|3|1|3|9478|17|679.66|27.18|706.84|65.55|558.28|496.15|117.44|66.07|651.01
2452124|50141|493|4385|68546|5074|3442|4128|177297|586|4628|1|4077|8|1|1|9479|30|676.50|27.06|703.56|62.93|8.40|595.32|22.73|58.45|98.39
2452139|74012|655|7421|176077|2333|3436|3450|19586|538|210|1|4057|19|1|3|9482|6|168.30|1.68|169.98|67.89|68.82|129.59|11.61|27.10|138.39
2452072|18264|1577|3950|78529|4228|4614|1023|105965|945|2965|1|5136|12|1|1|9483|7|219.24|2.19|221.43|25.72|37.17|89.88|107.36|22.00|65.08
2452108|60181|1369|6503|42140|6850|47|1994|134668|5726|511|1|4230|5|1|1|9484|46|297.62|0.00|297.62|20.35|231.38|229.16|21.90|46.56|251.73
2452114|74875|41|740|108077|2741|2118|578|81983|781|3292|1|5156|6|1|2|9485|11|1065.13|10.65|1075.78|47.72|730.95|426.05|600.73|38.35|789.32
2452016|15971|1313|1749|127376|3403|2630|1749|127376|7059|2630|1|4074|13|1|2|9487|22|4462.48|178.49|4640.97|78.84|725.12|1651.11|1883.61|927.76|982.45
2452054|17948|1502|4693|80600|5660|320|4795|155477|6960|3683|1|4084|12|1|3|9488|8|20.32|1.42|21.74|15.60|122.24|18.49|0.93|0.90|139.26
2452093|35988|869|4693|80600|5660|320|4477|151564|2165|1646|1|4097|9|1|2|9488|10|1857.30|55.71|1913.01|34.75|268.20|1690.14|163.81|3.35|358.66
2452016|83507|1172|6989|107417|1318|1506|6989|107417|201|1506|1|4023|5|1|1|9490|19|2839.74|0.00|2839.74|37.74|1158.24|0.00|1363.07|1476.67|1195.98
2451982|26191|1625|5645|58964|6443|2242|7982|79525|6815|4832|1|5089|9|1|1|9492|39|35.49|1.06|36.55|38.09|179.01|22.35|1.70|11.44|218.16
2451972|37128|1532|8787|169673|1039|1765|5139|98900|1049|525|1|5121|12|1|1|9495|7|399.00|11.97|410.97|48.89|84.77|215.46|161.51|22.03|145.63
2452132|75295|1367|8787|169673|1039|1765|2611|169665|3366|1634|1|4287|11|1|2|9495|5|280.65|16.83|297.48|36.36|50.50|207.68|5.83|67.14|103.69
2452071|78673|293|8357|33653|1716|4172|1909|166631|6325|4186|1|4056|2|1|3|9496|62|1138.32|79.68|1218.00|35.02|2113.58|375.64|617.77|144.91|2228.28
2451994|43974|589|7882|163102|2115|655|7882|163102|5341|655|1|4021|7|1|1|9497|24|1086.00|10.86|1096.86|95.83|499.20|868.80|78.19|139.01|605.89
2452117|45776|428|8684|24377|5383|4309|7142|101903|2384|138|1|4036|7|1|3|9499|58|742.98|37.14|780.12|34.25|2229.52|96.58|601.15|45.25|2300.91
2452075|81103|926|8684|24377|5383|4309|487|59249|1796|2590|1|4035|5|1|1|9499|51|1609.56|96.57|1706.13|48.63|100.47|1191.07|71.14|347.35|245.67
2452007|73876|1382|2960|63425|1523|1981|6386|26737|6210|1410|1|4296|16|1|3|9504|3|98.22|8.83|107.05|76.82|56.31|0.00|55.98|42.24|141.96
2452129|61327|1136|7897|72493|3136|532|7897|72493|7148|532|1|4225|1|1|1|9506|1|3.95|0.35|4.30|3.40|13.57|3.79|0.15|0.01|17.32
2452044|8650|620|7897|72493|3136|532|4949|132547|3053|3439|1|4085|17|1|2|9506|47|3412.20|68.24|3480.44|77.16|1621.97|853.05|307.09|2252.06|1767.37
2452098|59759|1052|6605|129880|5908|583|2174|182260|5204|4421|1|4034|19|1|3|9507|1|86.83|5.20|92.03|9.98|28.09|65.12|18.67|3.04|43.27
2452005|32185|1771|1912|173608|871|1974|8330|164033|1980|4687|1|4219|8|1|3|9512|5|23.05|2.07|25.12|54.99|55.40|21.89|0.06|1.10|112.46
2452057|34212|427|1912|173608|871|1974|7670|157955|799|4843|1|5167|15|1|1|9512|7|758.66|53.10|811.76|26.24|9.10|197.25|538.95|22.46|88.44
2452070|38955|1105|4047|184975|6670|558|2835|33844|5004|3997|1|4025|17|1|1|9513|20|1742.80|156.85|1899.65|67.22|0.00|470.55|547.06|725.19|224.07
2452070|82642|1601|4047|184975|6670|558|3371|99328|2256|4264|1|5132|1|1|1|9513|23|1139.42|0.00|1139.42|61.21|192.28|125.33|517.18|496.91|253.49
2452084|28436|1505|7484|29459|234|962|6499|185132|1180|1621|1|4259|18|1|2|9516|86|3667.90|0.00|3667.90|2.14|3260.26|1503.83|1666.33|497.74|3262.40
2452049|49775|494|7484|29459|234|962|4090|169109|2340|1178|1|4250|11|1|1|9516|57|5514.75|220.59|5735.34|99.57|1969.35|3419.14|691.55|1404.06|2289.51
2452054|44302|1453|7484|29459|234|962|7484|29459|3514|962|1|4031|15|1|3|9516|30|1433.10|42.99|1476.09|42.06|429.90|343.94|413.88|675.28|514.95
2452101|67326|1331|2571|170651|811|531|7171|155998|1200|2515|1|4004|7|1|2|9517|31|3418.37|0.00|3418.37|27.55|694.09|2939.79|263.21|215.37|721.64
2452098|52388|1325|2571|170651|811|531|1493|98361|3550|546|1|5182|7|1|2|9517|1|14.95|0.29|15.24|23.55|3.98|6.72|7.57|0.66|27.82
2451988|51011|827|8709|11620|531|2489|6821|151250|4848|4046|1|4027|13|1|1|9518|21|1542.24|30.84|1573.08|74.43|136.50|154.22|1304.73|83.29|241.77
2452028|71445|965|8709|11620|531|2489|1465|59557|1148|106|1|5100|6|1|2|9518|23|3888.38|311.07|4199.45|16.63|532.68|3421.77|181.97|284.64|860.38
2451965|63406|941|2899|46139|5139|706|2899|46139|2556|706|1|4288|11|1|1|9519|3|267.36|0.00|267.36|53.96|58.32|45.45|175.30|46.61|112.28
2452059|20701|1037|647|183923|3472|3308|5037|90586|630|1947|1|4104|18|1|1|9521|6|193.50|3.87|197.37|64.74|110.58|52.24|7.06|134.20|179.19
2452099|42655|767|753|140466|3219|3052|395|134558|4799|1680|1|4053|3|1|2|9522|24|127.92|3.83|131.75|10.52|960.00|126.64|0.33|0.95|974.35
2452066|75755|277|4193|187744|5455|4533|8190|20131|4365|1166|1|5139|15|1|1|9523|38|1936.86|38.73|1975.59|56.62|1203.84|96.84|588.80|1251.22|1299.19
2452063|43731|1289|3878|112722|3086|1490|1257|67142|2494|1439|1|4010|8|1|1|9524|2|178.00|14.24|192.24|2.31|66.06|87.22|9.07|81.71|82.61
2452023|22385|1087|3878|112722|3086|1490|1225|162429|6356|3276|1|4040|10|1|2|9524|29|809.97|72.89|882.86|71.79|275.21|793.77|6.96|9.24|419.89
2452066|26094|571|7086|170|5621|4712|4016|130269|3712|388|1|4036|10|1|1|9528|39|3126.24|93.78|3220.02|66.37|297.57|1625.64|75.03|1425.57|457.72
2451935|42774|1639|||5621|4712|||5620|3755||4296||1||9528||871.64|17.43||86.84|461.34||238.65|83.86|
2452051|32476|185|7086|170|5621|4712|3594|42385|3148|351|1|4086|20|1|1|9528|17|466.14|0.00|466.14|82.65|126.99|242.39|185.71|38.04|209.64
2452056|27696|1759|1665|68213|3321|2596|373|173596|3069|4789|1|4282|2|1|1|9529|27|5291.46|158.74|5450.20|34.29|3086.64|1058.29|634.97|3598.20|3279.67
2452050|68302|1111|2406|14348|5363|2665|320|38046|6618|3670|1|4029|6|1|3|9530|8|490.96|14.72|505.68|14.95|472.08|324.03|131.87|35.06|501.75
2452019|44475|403|2406|14348|5363|2665|8068|161422|7056|1457|1|4303|13|1|2|9530|9|198.36|5.95|204.31|95.80|103.50|192.40|5.12|0.84|205.25
2452111|76084|278|533|74375|617|2059|533|74375|5252|2059|1|4028|19|1|1|9535|47|3570.12|35.70|3605.82|32.64|1978.23|571.21|1499.45|1499.46|2046.57
2451993|46622|889|533|74375|617|2059|533|74375|4610|2059|1|4049|3|1|1|9535|18|78.66|2.35|81.01|77.10|57.60|36.97|40.85|0.84|137.05
2452079|9515|686|533|74375|617|2059|8151|56454|4050|2286|1|4312|14|1|3|9535|10|1558.20|15.58|1573.78|32.02|832.20|46.74|1345.19|166.27|879.80
2452169|77788|1747|5979|18852|4718|2111|6598|18811|4322|113|1|4034|12|1|3|9537|17|177.99|5.33|183.32|14.36|148.24|176.21|1.58|0.20|167.93
2452038|60970|1603|7670|19274|1038|522|1648|12273|454|1908|1|5117|17|1|3|9540|74|454.36|18.17|472.53|84.02|1681.28|336.22|1.18|116.96|1783.47
2451986|30634|1793|6942|152815|81|3474|2759|118264|2189|1241|1|5174|3|1|2|9542|56|1765.68|158.91|1924.59|69.84|463.12|353.13|155.38|1257.17|691.87
2451987|44983|1381|6942|152815|81|3474|3627|47612|1577|2182|1|4098|17|1|1|9542|11|69.74|3.48|73.22|2.67|767.47|63.46|0.06|6.22|773.62
2452077|48890|1745|5382|79406|1430|4054|5382|79406|5354|4054|1|4269|3|1|1|9543|20|1154.40|11.54|1165.94|27.94|221.40|738.81|374.03|41.56|260.88
2452016|39030|791|3826|36204|3015|2233|3856|53177|2939|4588|1|3998|15|1|2|9544|20|95.80|5.74|101.54|35.38|177.40|91.96|0.07|3.77|218.52
2452062|61109|397|9362|39859|7123|2027|8622|82030|2498|3813|1|5152|11|1|3|9550|12|1425.36|0.00|1425.36|44.58|442.92|855.21|256.56|313.59|487.50
2452089|34082|1129|9362|39859|7123|2027|7902|63302|5320|2785|1|4284|13|1|2|9550|90|783.00|39.15|822.15|87.25|647.10|751.68|12.21|19.11|773.50
2452000|44195|1133|5301|3658|975|1412|6315|135920|2674|701|1|4286|16|1|1|9553|6|121.80|1.21|123.01|80.98|186.78|48.72|30.69|42.39|268.97
2452060|73255|427|8187|113011|2042|3993|8917|68364|6177|2990|1|4039|16|1|2|9554|13|107.77|3.23|111.00|32.70|150.93|30.17|70.61|6.99|186.86
2451996|21895|121|9876|167751|3626|501|774|7289|2609|3249|1|4062|2|1|3|9562|14|517.16|46.54|563.70|55.72|543.06|455.10|1.86|60.20|645.32
2452098|52210|73|287|80257|2980|903|9034|114782|347|152|1|4064|13|1|3|9563|62|843.20|67.45|910.65|88.86|653.48|84.32|159.36|599.52|809.79
2452083|10646|1579|287|80257|2980|903|6722|7886|717|4948|1|5179|8|1|1|9563|39|698.88|41.93|740.81|73.56|349.44|202.67|84.35|411.86|464.93
2452039|62851|169|9499|51355|2491|2540|926|84254|6033|3899|1|5090|3|1|3|9565|3|46.38|0.00|46.38|9.44|40.59|2.31|35.25|8.82|50.03
2452043|59535|607|5298|77336|2447|2998|5204|98942|1825|75|1|4420|5|1|1|9567|9|248.13|2.48|250.61|92.43|14.85|151.35|79.35|17.43|109.76
2451981|71549|1621|5298|77336|2447|2998|4906|123062|6644|2106|1|4399|6|1|2|9567|25|1025.50|20.51|1046.01|11.54|410.25|779.38|172.28|73.84|442.30
2452146|61718|443|5298|77336|2447|2998|8728|81628|7052|2123|1|4093|15|1|1|9567|37|2237.76|156.64|2394.40|75.99|500.24|402.79|880.78|954.19|732.87
2452031|81776|1169|1859|92652|4725|758|8798|105015|6523|1198|1|5109|9|1|1|9569|10|892.50|0.00|892.50|0.62|35.70|803.25|86.57|2.68|36.32
2451954|48526|755|1155|16391|4747|2743|8983|32349|1657|532|1|5883|16|1|3|9577|30|106.50|4.26|110.76|20.88|79.80|62.83|16.15|27.52|104.94
2451957|41162|585|1179|138437|2688|619|545|15956|4533|762|1|5840|8|1|1|9578|2|126.22|0.00|126.22|91.83|83.04|50.48|7.57|68.17|174.87
2452059|35378|1515|1179|138437|2688|619|5377|85781|1890|3112|1|5905|5|1|1|9578|39|1856.79|0.00|1856.79|88.08|795.60|984.09|366.53|506.17|883.68
2452041|25421|1601|5415|129116|577|2111|9563|132101|286|3704|1|5911|12|1|1|9580|9|256.59|10.26|266.85|22.86|87.84|220.66|11.13|24.80|120.96
2451981|20526|1359|5615|4292|5689|4973|3965|67819|380|3141|1|5865|4|1|2|9581|13|329.29|6.58|335.87|25.72|225.55|92.20|14.22|222.87|257.85
2452064|42301|1299|5615|4292|5689|4973|985|24424|5848|1585|1|5858|16|1|1|9581|7|31.92|0.95|32.87|84.49|21.56|29.36|2.30|0.26|107.00
2451949|41628|1537|363|85979|235|418|8963|96193|5243|1486|1|5931|9|1|2|9583|16|419.20|4.19|423.39|3.32|72.00|46.11|104.46|268.63|79.51
2452031|64350|45|1040|25071|4062|3773|9706|64642|3448|1275|1|5878|1|1|3|9585|6|52.20|1.56|53.76|21.30|19.56|37.06|8.32|6.82|42.42
2451986|81284|1253|1040|25071|4062|3773|4638|187658|1268|4685|1|5910|2|1|2|9585|72|0.00|0.00|0.00|64.83|3589.20|0.00|0.00|0.00|3654.03
2452093|41984|1747|3628|133750|4432|1387|3628|133750|289|1387|1|5930|13|1|1|9591|37|227.92|13.67|241.59|18.74|78.81|0.00|118.51|109.41|111.22
2452073|63784|91|5774|146273|6499|2838|5774|146273|6246|2838|1|5855|18|1|3|9594|8|1107.76|11.07|1118.83|78.45|358.40|564.95|48.85|493.96|447.92
2451960|26984|1489|5774|146273|6499|2838|4623|78867|3206|2178|1|5842|15|1|1|9594|41|7465.69|149.31|7615.00|90.45|5269.73|3359.56|2586.86|1519.27|5509.49
2451944|61191|75|4528|183610|6979|2781|393|63128|2581|747|1|5837|6|1|2|9595|11|1413.06|127.17|1540.23|17.66|393.25|325.00|870.44|217.62|538.08
2451948|40141|1649|4528|183610|6979|2781|2399|78492|3756|907|1|5845|6|1|1|9595|37|1962.48|78.49|2040.97|60.42|2943.72|1432.61|217.24|312.63|3082.63
2451983|38856|83|8946|99253|5240|2340|7311|71640|2485|4097|1|5884|19|1|1|9599|57|2147.76|0.00|2147.76|34.74|1626.78|665.80|1467.14|14.82|1661.52
2452067|25763|293|8946|99253|5240|2340|7779|31455|2069|2516|1|5837|11|1|3|9599|3|162.36|3.24|165.60|13.01|32.04|56.82|11.60|93.94|48.29
2452095|43876|1013|4014|26030|413|1589|8719|51397|3455|720|1|5869|14|1|1|9600|41|10241.39|819.31|11060.70|89.98|626.89|5120.69|2304.31|2816.39|1536.18
2452105|5101|311|6234|149412|3310|4848|6234|149412|3226|4848|1|5918|14|1|1|9601|17|95.37|6.67|102.04|59.59|1001.98|11.44|6.71|77.22|1068.24
2452063|75704|55|1082|98620|2845|4150|1082|98620|6410|4150|1|5938|12|1|3|9602|29|55.10|3.30|58.40|55.95|165.88|40.77|9.31|5.02|225.13
2451985|79741|501|1779|185646|280|4907|1678|134325|1236|4907|1|5879|13|1|2|9605|61|661.24|0.00|661.24|58.13|206.18|264.49|261.85|134.90|264.31
2452016|48856|811|1779|185646|280|4907|1779|185646|5487|4907|1|5849|18|1|1|9605|45|2922.30|116.89|3039.19|2.17|770.40|613.68|1708.37|600.25|889.46
2452108|61704|1281|9954|40876|6485|3327|1363|3958|2623|601|1|5924|16|1|3|9606|13|2094.56|0.00|2094.56|65.28|31.20|691.20|996.38|406.98|96.48
2451992|22132|1209|880|33758|716|1187|7210|109581|5468|35|1|5927|16|1|2|9609|11|653.07|13.06|666.13|1.91|275.77|39.18|55.25|558.64|290.74
2452163|16411|1275|880|33758|716|1187|9967|117160|6142|564|1|5845|17|1|2|9609|53|5738.84|57.38|5796.22|16.18|1831.68|5337.12|273.16|128.56|1905.24
2451968|34650|1227|2463|59325|2380|4562|9419|26512|4912|2999|1|5902|6|1|1|9610|4|100.32|6.01|106.33|94.64|51.88|67.21|19.20|13.91|152.53
2451996|44467|341|4422|30469|2356|523|3384|120427|6989|664|1|5919|10|1|3|9611|35|506.45|20.25|526.70|91.28|1013.25|60.77|49.02|396.66|1124.78
2451948|70676|451|8770|6201|6865|689|3732|173238|6085|4005|1|5918|6|1|3|9613|21|1334.13|26.68|1360.81|81.31|1959.51|1320.78|9.07|4.28|2067.50
2451977|48686|1109|5452|85875|3065|248|5452|85875|5522|248|1|5855|19|1|1|9615|29|419.34|8.38|427.72|56.68|53.65|356.43|45.29|17.62|118.71
2452102|73408|637|5452|85875|3065|248|9189|115444|2988|3259|1|5892|5|1|1|9615|17|2344.13|140.64|2484.77|2.60|978.86|726.68|905.77|711.68|1122.10
2452035|32200|1395|||||||91|3101|1|5837|11|||9615|||75.29|1150.99|17.89||290.43||219.88|
2452003|6229|1401|4145|43825|2112|4272|9803|52384|4284|3504|1|5902|4|1|2|9616|15|1570.80|94.24|1665.04|88.54|663.90|15.70|1244.08|311.02|846.68
2452032|6443|1491|2932|188624|3563|2055|8279|106663|6830|1357|1|5912|18|1|2|9618|7|174.09|8.70|182.79|69.94|76.37|13.92|131.33|28.84|155.01
2452128|39554|23|2932|188624|3563|2055|2029|71777|4211|2692|1|5930|8|1|3|9618|1|73.09|2.19|75.28|42.76|21.08|67.24|3.45|2.40|66.03
2452080|64335|1597|7625|98365|2498|911|2694|173179|2058|4730|1|5869|13|1|2|9620|11|1270.28|12.70|1282.98|79.62|464.64|406.48|803.33|60.47|556.96
2452136|31889|631|7625|98365|2498|911|7327|104493|5426|1032|1|5893|10|1|2|9620|48|5851.20|117.02|5968.22|69.19|3250.56|4973.52|228.19|649.49|3436.77
2452093|69857|87|7625|98365|2498|911|6467|70941|845|2669|1|5934|8|1|3|9620|23|125.58|3.76|129.34|85.52|79.81|13.81|71.53|40.24|169.09
2452064|64418|1439|7593|3384|6455|1686|9939|9918|2192|2379|1|5897|7|1|3|9621|2|151.66|10.61|162.27|70.48|35.00|83.41|33.44|34.81|116.09
2452084|55126|1141|6592|8662|6332|1402|4076|187758|4610|3629|1|5940|6|1|1|9622|1|7.25|0.36|7.61|23.92|10.07|6.52|0.46|0.27|34.35
2452025|44331|665|7291|91304|3237|4010|9644|60929|573|1144|1|5842|10|1|1|9623|8|822.16|32.88|855.04|51.27|270.72|90.43|541.48|190.25|354.87
2451994|32635|1295|449|137638|554|2230|891|1256|3159|3382|1|5924|18|1|1|9625|35|2434.60|170.42|2605.02|76.00|633.85|2118.10|199.39|117.11|880.27
2452026|75218|343|449|137638|554|2230|449|137638|5671|2230|1|5916|11|1|1|9625|7|78.05|0.78|78.83|75.48|40.60|34.34|36.27|7.44|116.86
2451969|37380|421|7668|39265|4862|12|7213|168979|1980|4988|1|5930|18|1|3|9626|74|1397.12|41.91|1439.03|97.54|698.56|139.71|1018.50|238.91|838.01
2451959|69817|629|9557|170946|2622|2131|9557|170946|430|2131|1|5921|1|1|3|9627|45|818.55|24.55|843.10|69.78|1637.55|654.84|106.41|57.30|1731.88
2452076|64297|903|998|86708|5698|3201|4554|109394|5920|1846|1|5845|11|1|2|9628|15|985.80|59.14|1044.94|21.41|880.95|59.14|630.12|296.54|961.50
2452019|39415|45|4079|140600|6528|2329|2347|111761|621|2801|1|5857|1|1|3|9629|2|41.18|3.70|44.88|69.61|61.76|18.53|22.65|0.00|135.07
2452129|29392|175|4079|140600|6528|2329|2842|98622|4875|4208|1|5901|14|1|2|9629|43|2710.72|189.75|2900.47|36.23|1057.80|2304.11|248.03|158.58|1283.78
2452098|71322|117|1360|119557|3674|3478|1360|119557|7147|3478|1|5884|9|1|1|9631|40|513.20|46.18|559.38|22.54|128.00|189.88|45.26|278.06|196.72
2452094|67469|677|8277|163219|3441|423|8277|163219|5956|423|1|5904|2|1|2|9632|29|2242.86|67.28|2310.14|96.81|1108.96|1278.43|57.86|906.57|1273.05
2452028|36303|1703|4225|50803|2981|4112|9385|185482|2756|1030|1|5873|5|1|3|9633|17|532.95|21.31|554.26|87.42|151.13|490.31|42.21|0.43|259.86
2452153|65927|1669|7471|68634|6164|1887|5562|31297|2892|1320|1|5858|5|1|2|9634|16|1502.08|90.12|1592.20|35.63|948.64|585.81|668.87|247.40|1074.39
2452107|64853|551|1594|120661|4641|988|3522|151290|2083|2563|1|5884|2|1|3|9638|68|11016.68|771.16|11787.84|97.91|5123.80|3525.33|749.13|6742.22|5992.87
2452138|28760|1177|7334|155892|1857|2695|7334|155892|1790|2695|1|5899|15|1|1|9639|3|142.98|1.42|144.40|92.55|8.91|117.24|9.78|15.96|102.88
2452027|68403|599|7334|155892|1857|2695|5290|97450|2131|852|1|5889|8|1|3|9639|34|1935.62|116.13|2051.75|32.67|330.48|754.89|885.54|295.19|479.28
2452024|68245|371|7334|155892|1857|2695|9626|81673|3841|3649|1|5905|13|1|1|9639|89|1991.82|99.59|2091.41|45.84|1058.21|736.97|564.68|690.17|1203.64
2452126|30827|89|2966|||2917||59003|273||1|||1||9640||1193.74||1241.48|27.90||||45.13|
2451998|71431|1659|2966|93101|5349|2917|6052|57990|2351|1505|1|5937|14|1|3|9640|18|1118.88|89.51|1208.39|14.09|603.36|313.28|265.84|539.76|706.96
2452145|44688|1033|2966|93101|5349|2917|3106|103593|5592|4991|1|5902|8|1|3|9640|35|139.65|5.58|145.23|37.65|219.80|120.09|16.82|2.74|263.03
2452040|33044|843|772|103344|43|1655|4921|173576|3315|2654|1|5864|4|1|1|9642|7|931.49|18.62|950.11|53.69|333.48|409.85|370.36|151.28|405.79
2452048|67503|785|328|105538|2621|2991|1555|40020|4722|1824|1|5917|10|1|3|9643|1|23.27|0.23|23.50|92.01|34.90|10.47|9.21|3.59|127.14
2452027|28039|155|328|105538|2621|2991|3865|107179|4720|4974|1|5927|17|1|2|9643|12|1067.52|0.00|1067.52|51.54|82.08|149.45|761.99|156.08|133.62
2452054|66933|1681|269|152798|4320|4522|9364|192078|2765|1052|1|5884|6|1|1|9644|24|1798.56|143.88|1942.44|14.53|444.96|1097.12|666.36|35.08|603.37
2451981|73098|1315|4589|137198|207|1016|2245|100471|1448|2792|1|5851|17|1|3|9645|29|3217.26|160.86|3378.12|62.05|2276.79|2702.49|221.35|293.42|2499.70
2451994|53023|1327|||||||4348||||||3|9645||37.12||||33.96||11.22||
2452052|71985|1135|4589|137198|207|1016|7005|94063|2554|2812|1|5893|6|1|1|9645|27|329.40|29.64|359.04|58.69|16.20|210.81|105.54|13.05|104.53
2452121|13154|281|1148|85798|288|3058|1148|85798|948|3058|1|5859|16|1|3|9649|21|522.69|36.58|559.27|21.63|2143.68|52.26|221.10|249.33|2201.89
2452116|17169|1573|8292|9282|7152|182|4255|152537|5837|897|1|5901|4|1|1|9651|32|506.56|20.26|526.82|78.72|12.80|146.90|71.93|287.73|111.78
2451969|44823|1163|4244|103164|5477|4870|3080|123246|2273|4533|1|5923|13|1|3|9652|19|104.50|3.13|107.63|28.65|313.69|24.03|8.04|72.43|345.47
2452063|76622|529||||||||||5882|8|1|2|9652|||183.03|||1126.94|||48.82|1313.18
2451974|21166|1745|1498|73821|1951|354|2133|51756|6428|1700|1|5884|3|1|1|9653|56|1408.96|126.80|1535.76|27.53|2415.28|1253.97|9.29|145.70|2569.61
