sr_returned_date_sk|sr_return_time_sk|sr_item_sk|sr_customer_sk|sr_cdemo_sk|sr_hdemo_sk|sr_addr_sk|sr_store_sk|sr_reason_sk|sr_ticket_number|sr_return_quantity|sr_return_amt|sr_return_tax|sr_return_amt_inc_tax|sr_fee|sr_return_ship_cost|sr_refunded_cash|sr_reversed_charge|sr_store_credit|sr_net_loss
2451285|37843|1771|2289|99840|6671|2262|1|1|11183|6|34.98|0.69|35.67|18.94|280.14|29.73|2.10|3.15|299.77
2451251|41969|439|9384|135863|2904|2098|1|3|11184|4|221.32|2.21|223.53|11.33|15.44|66.39|89.85|65.08|28.98
2451268|58659|892|9384|52423|970|4997|1|2|11184|17|379.44|18.97|398.41|31.80|45.05|163.15|108.14|108.15|95.82
2451920|43898|1403|5411|109096|1901|4546|1|2|11186|6|324.42|0.00|324.42|3.59|418.32|298.46|16.09|9.87|421.91
2451924|49745|1340|846|161881|3409|457|1|1|11187|7|183.33|1.83|185.16|82.13|56.00|139.33|30.36|13.64|139.96
2452780|60447|1429|3848|145103|6586|2902|1|2|11188|15|1079.85|53.99|1133.84|19.27|125.85|475.13|580.53|24.19|199.11
2451057|47476|740|9496|44499|1295|1218|1|1|11189|38|2075.94|83.03|2158.97|39.21|475.76|1909.86|68.09|97.99|598.00
2451820|47907|1213|210|154114|5218|3522|1|2|11190|23|1733.74|138.69|1872.43|38.08|0.00|572.13|127.77|1033.84|176.77
2451214|57042|1700|2612|14247|600|2666|1|2|11191|13|333.19|16.65|349.84|24.79|247.39|153.26|43.18|136.75|288.83
2451903|34416|1658|7007|159120|6753|2579|1|2|11193|18|822.60|0.00|822.60|44.55|1111.68|633.40|187.30|1.90|1156.23
2452011|51567|1345|1120|155068|6797|886|1|2|11193|50|4361.50|87.23|4448.73|1.35|1127.00|523.38|2609.92|1228.20|1215.58
2452325|38466|975|4930|14136|974|3125|1|2|11196|31|299.46|8.98|308.44|94.27|36.89|20.96|144.82|133.68|140.14
2451967|44767|1387|9016|27240||1754|1|2|11197||754.26|0.00|754.26|93.36|13.78|641.12||18.11|
2451574|61127|193|7165|27445|6551|1104|1|3|11198|2|51.66|3.61|55.27|31.07|33.06|38.74|8.78|4.14|67.74
2451950|51728|395|7326|76069|6455|4688|1|3|11199|56|2913.12|58.26|2971.38|5.91|1349.60|1281.77|538.34|1093.01|1413.77
2451219|58266|574|3506|157005|2705|2565|1|2|11200|20|1529.60|76.48|1606.08|33.81|946.80|627.13|758.07|144.40|1057.09
|33686|1652|3506|70124|3121|1831||2|11200||||16.49|14.74|||||32.25
2451962|46731|461|5096|44913|5972|2271|1|1|11201|44|1078.44|97.05|1175.49|71.40|385.88|237.25|370.12|471.07|554.33
2451958|30736|122|5096|40165|2240|2922|1|1|11201|9|20.34|1.22|21.56|18.71|20.34|0.40|4.98|14.96|40.27
2451247|50653|760|1584|3148|1310|4552|1|2|11203|13|189.28|0.00|189.28|94.23|512.33|164.67|2.95|21.66|606.56
2451143|29488|1087|4549|48735|281|347|1|1|11204|4|39.56|1.58|41.14|82.77|23.56|24.13|12.03|3.40|107.91
2451170|29314|1478|4864|132085|5046|1407|1|2|11204|2|62.22|5.59|67.81|29.63|146.42|26.13|21.65|14.44|181.64
2452285|53531|471|1840|143159|3696|26|1|2|11205|5|16.90|1.35|18.25|21.90|16.90|14.53|2.29|0.08|40.15
2452195|44028|511|1840|129099|2790|2594|1|1|11205|15|170.40|8.52|178.92|86.06|46.50|103.94|60.47|5.99|141.08
2452240|53361|133|2438|80381|1924|1067|1|1|11205|24|590.16|41.31|631.47|10.72|685.44|47.21|542.95|0.00|737.47
2452712|41018|1458|8852|53418|2162|1793|1|2|11206|12|231.48|11.57|243.05|45.18|120.00|159.72|22.96|48.80|176.75
2452607|59842|967|9659|89091|1003|3275|1|1|11206|15|314.70|0.00|314.70|42.45|23.10|135.32|134.53|44.85|65.55
2451561|40161|1375|3160|182978|2579|3387|1|3|11207|31|460.35|27.62|487.97|66.03|432.45|349.86|19.88|90.61|526.10
2451127|31319|1094|5806|38878|5437|2476|1|1|11208|19|1454.26|43.62|1497.88|22.53|176.13|1425.17|1.74|27.35|242.28
2451065|35017|182|6156|26956|3272|861|1|2|11208|13|694.20|62.47|756.67|45.59|145.21|465.11|194.72|34.37|253.27
2450966|42522|1684|6156|115639|1817|2468|1|1|11208|45|333.00|16.65|349.65|64.38|94.05|36.63|222.27|74.10|175.08
2451544|36347|362|403|70370|2320|143|1|2|11209|30|2167.20|86.68|2253.88|12.61|487.50|1560.38|224.52|382.30|586.79
2452316|48576|709|7915|129724|1486|648|1|1|11210|59|1797.73|71.90|1869.63|25.97|1498.01|1761.77|10.06|25.90|1595.88
2452312|33439|1561|7620|192047|3116|1618|1|3|11210|44|751.52|37.57|789.09|12.98|231.00|345.69|393.65|12.18|281.55
2452144|49758|851|7620|106562|5225|1535|1|1|11210|18|80.64|0.80|81.44|77.85|661.32|32.25|1.45|46.94|739.97
2451589|37144|1027|6787|153699|4371|836|1|3|11211|8|761.36|53.29|814.65|19.02|397.20|98.97|172.22|490.17|469.51
2451579|46861|154|6787|176229|6822|4975|1|3|11211|2|159.38|3.18|162.56|30.90|71.84|141.84|2.10|15.44|105.92
2451686|60919|380|7457|169794|5527|4060|1|2|11212|10|254.70|17.82|272.52|47.09|286.60|211.40|33.34|9.96|351.51
2451688|36855|668|7457|128655|5467|2806|1|2|11212|18|16.20|0.16|16.36|83.62|72.90|15.06|1.07|0.07|156.68
2451167|32147|1063|4959|32158|5470|1549|1|3|11213|12|240.84|2.40|243.24|27.43|186.12|221.57|11.56|7.71|215.95
2451134|38062|1165|1118|130721|2210|499|1|3|11213|9|566.37|0.00|566.37|68.17|131.49|141.59|140.17|284.61|199.66
||148|1118||1547||1||11213||655.98|||46.52||616.62|5.11|34.25|
2452449|34411|1227|7219|116026|2645|3224|1|3|11214|1|22.22|1.55|23.77|90.41|5.76|9.55|0.50|12.17|97.72
2451630|51430|418|980|64339|388|30|1|3|11215|29|513.88|46.24|560.12|78.68|487.78|447.07|66.81|0.00|612.70
2451611|40850|1372|980|60619|2141|3503|1|1|11215|20|704.80|7.04|711.84|28.70|578.80|514.50|87.53|102.77|614.54
2451985|48469|461|5545|72675|5325|2815|1|3|11216|23|1920.73|134.45|2055.18|35.09|823.17|38.41|1242.33|639.99|992.71
||691|134|||2819|||11217|37|425.50|25.53||53.99|1117.77||7.27||1197.29
||1096|134|139214||1886||1|11217|5||5.02||83.17|47.85||||
2451702|57871|1730|6717|65886|6604|82|1|1|11218|6|246.12|12.30|258.42|72.78|61.50|162.43|31.80|51.89|146.58
2451076|48552|1654|10|70107|4557|3454|1|3|11219|19|524.40|26.22|550.62|22.54|30.78|330.37|44.62|149.41|79.54
2451113|56667|1028|9211|148254|5021|1661|1|1|11219|12|12.24|0.12|12.36|75.61|101.28|10.15|0.39|1.70|177.01
2451966|58487|1121|2297|85299|7164|556|1|3|11220|39|1542.45|0.00|1542.45|83.72|1049.88|570.70|709.37|262.38|1133.60
2451916|36580|1423|2297|114563|3913|4176|1|2|11220|7|612.43|18.37|630.80|31.77|398.09|171.48|392.44|48.51|448.23
2451784|40784|452|2727|96067|6885|2936|1|2|11222|5|283.40|2.83|286.23|28.73|118.55|266.39|8.50|8.51|150.11
2451509|32666|1510|9037|143407|2388|4609|1|2|11224|5|147.20|13.24|160.44|20.68|100.95|141.31|5.89|0.00|134.87
2451500|52476|1112|8750|2119|4928|2770|1|3|11224|73|3677.74|147.10|3824.84|24.75|823.44|698.77|1310.74|1668.23|995.29
2452544|38463|231|7491|129029|534|3446|1|2|11225|19|761.90|7.61|769.51|42.35|219.45|708.56|25.06|28.28|269.41
2452433|33193|870|8808|137540|6672|4251|1|1|11226|42|1108.80|88.70|1197.50|36.67|477.12|598.75|469.24|40.81|602.49
2452480|51009|1567|4333|8497|5255|4533|1|2|11226|7|42.07|2.10|44.17|90.97|11.27|34.49|2.88|4.70|104.34
2451631|47712|302|9536|9108|2445|902|1|2|11227|23|1332.85|26.65|1359.50|67.74|736.92|93.29|1090.81|148.75|831.31
2451486|33577|871|6697|184552|1447|4375|1|3|11229|34|293.76|11.75|305.51|65.57|0.00|141.00|84.01|68.75|77.32
2451401|31840|44|1550|97317|2191|3858|1|3|11229|5|373.60|11.20|384.80|36.93|99.95|93.40|72.85|207.35|148.08
2451003|32121|830|8242|85547|772|4637|1|1|11230|16|654.08|19.62|673.70|86.23|38.40|333.58|195.50|125.00|144.25
2451559||1100|||2598|||1|11232|||16.36||8.08|426.60|||1204.25|451.04
2451609|43360|103|3268|118578|208|78|1|1|11233|18|707.04|21.21|728.25|76.03|381.42|169.68|526.61|10.75|478.66
2451543|53759|1162|7173|58623|6746|156|1|3|11234|33|100.32|2.00|102.32|20.30|85.80|42.13|56.44|1.75|108.10
2451629|43173|1708|9074|46435|2693|4551|1|2|11234|39|210.99|6.32|217.31|28.53|452.79|42.19|141.79|27.01|487.64
2451550|31841|56|9074||2533||1||11234|||||||93.16|||715.89
2451631|45249|1009|5488|68772|7011|4403|1|1|11237|29|1050.67|73.54|1124.21|9.31|1379.24|367.73|95.61|587.33|1462.09
2452061|40950|283|858|140123|6988|3453|1|1|11238|62|83.08|4.98|88.06|81.99|581.56|14.95|49.05|19.08|668.53
2452315||337|2227||||1|3|11239||264.18||282.67|99.09|205.52||13.39|89.65|
2451843|50740|685|1896|379|2186|3720|1|3|11240|49|2878.75|259.08|3137.83|93.45|1102.50|1266.65|80.60|1531.50|1455.03
2452486|33409|48|5986|80826|6711|4796|1|1|11241|5|30.65|0.30|30.95|70.86|6.45|1.83|10.95|17.87|77.61
2451904|50651|857|3102|38162|5749|2249|1|2|11242|65|4423.90|0.00|4423.90|1.76|276.25|1636.84|1254.17|1532.89|278.01
2452260|40691|659|6832|8727|6193|1419|1|1|11243|31|1248.37|99.86|1348.23|44.32|128.96|349.54|134.82|764.01|273.14
2451917|36269|1607|3857|64109|7123|1984|1|3|11245|33|649.77|19.49|669.26|75.12|104.28|422.35|97.79|129.63|198.89
2451819|39057|1547|3857|41622|4925|235|1|3|11245|64|2323.20|69.69|2392.89|17.99|302.72|1695.93|382.63|244.64|390.40
2452533|38305|193|5308|96159|1674|2822|1|2|11246|36|1.80|0.09|1.89|99.20|19.44|0.59|0.73|0.48|118.73
2452187|34795|1651|4657|173061|7065|1822|1|2|11248|56|4229.12|126.87|4355.99|42.48|2378.88|4144.53|69.36|15.23|2548.23
2452211|36805|1613|6297|3903|5396|122|1|1|11248|2|30.02|0.00|30.02|86.43|35.02|13.20|16.14|0.68|121.45
2452317|53668|1619|8546|99846|4115|3297|1|1|11249|14|48.02|2.88|50.90|23.93|19.18|13.92|9.54|24.56|45.99
2452345|39266|69|8546|71789|5041|1133|1|1|11249|21|536.97|16.10|553.07|84.73|214.62|118.13|322.50|96.34|315.45
2451940|45111|539|7705|54393|168|1976|1|2|11251|16|194.24|13.59|207.83|74.03|809.60|182.58|3.14|8.52|897.22
2451887|53177|770|3974|148714|4110|4873|1|2|11251|1|31.97|0.95|32.92|57.05|0.00|13.10|9.43|9.44|58.00
2451074|43166|1261|8453|56196|4406|2256|1|3|11252|2|8.68|0.69|9.37|21.67|3.24|4.60|0.93|3.15|25.60
2451048|49058|304|8453|52831|5585|4772|1|1|11252|7|490.14|44.11|534.25|35.76|95.83|294.08|39.21|156.85|175.70
2451889|50801|464|3425|161992|4341|3410|1|1|11253|42|84.00|1.68|85.68|71.01|79.38|5.04|1.57|77.39|152.07
2452060|51129|1061|4110|96088|864|3960|1|3|11254|14|9.94|0.19|10.13|25.75|18.20|0.99|2.59|6.36|44.14
2451233|41779|1060|5097|136358|259|2807|1|2|11255|37|61.42|5.52|66.94|75.36|445.48|42.99|11.42|7.01|526.36
2451188|39153|1436|5097|136282|7063|2411|1|2|11255|9|159.75|0.00|159.75|93.03|46.44|137.38|14.54|7.83|139.47
2451774|56026|554|8574|51722|1110|2531|1|2|11257|58|952.94|76.23|1029.17|45.61|126.44|638.46|283.03|31.45|248.28
2451273|29342|70|2134|73080|4586|1412|1|2|11258|19|509.01|20.36|529.37|42.74|429.02|259.59|34.91|214.51|492.12
2451266|33320|962|4439|17480|5166|2692|1|3|11258|12|154.56|7.72|162.28|48.08|201.72|83.46|30.57|40.53|257.52
2451313|58844|800|4439|77090|6094|1138|1|1|11258|29|875.80|0.00|875.80|3.68|139.20|840.76|20.32|14.72|142.88
2451568|34275|388|135|86590|6766|2382|1|1|11259|63|853.65|0.00|853.65|12.46|1867.95|17.07|292.80|543.78|1880.41
2451590|49001|212|135|176427|3554|1881|1|1|11259|98|4530.54|317.13|4847.67|51.91|1510.18|4258.70|271.84|0.00|1879.22
2451633|41129|865|7686|164346|3006|3066|1|1|11261|32|5761.28|518.51|6279.79|1.44|2546.88|403.28|2571.84|2786.16|3066.83
2452634|55751|1419|9244|144017|4924|1664|1|3|11262|43|220.59|8.82|229.41|41.38|828.18|213.97|1.65|4.97|878.38
2451856|36815|1193|6499|139120|210|2027|1|1|11266|7|50.89|1.01|51.90|35.14|26.46|3.56|17.98|29.35|62.61
2451822||1711|6499|190338||||1|11266|24||39.34|||156.00|1154.20|132.21|25.19|267.62
2451835|29207|1082|6499|2657|3003|1509|1|3|11266|24|94.08|6.58|100.66|60.95|67.44|89.37|4.28|0.43|134.97
2451818|30057|926|6499|87426|7|501|1|2|11266|30|370.80|18.54|389.34|67.03|674.40|241.02|107.71|22.07|759.97
2452367|30525|963|1767|34761|6842|803|1|1|11267|59|6112.99|61.12|6174.11|38.43|1437.83|2567.45|70.91|3474.63|1537.38
2451618|32180|715|3755|140352|257|4849|1|1|11269|26|219.96|8.79|228.75|40.10|406.12|41.79|24.94|153.23|455.01
2452326|38205|29|499|50635|2086|544|1|3|11271|5|274.90|24.74|299.64|85.65|62.75|178.68|0.96|95.26|173.14
2452323|41012|879|2504|138044|3137|1277|1|2|11271|15|1003.95|70.27|1074.22|75.45|486.30|662.60|27.30|314.05|632.02
2452241|41782|1709|4391|107514|2990|4913|1|1|11271|38|1279.84|76.79|1356.63|71.38|1427.66|691.11|153.06|435.67|1575.83
2452283|61024|1745|4778|38195|5518|2241|1|1|11272|1|41.00|2.05|43.05|82.22|19.42|28.29|8.51|4.20|103.69
2451873|60098|1711|7495|21457|2476|2328|1|2|11274|84|6616.68|463.16|7079.84|65.99|3249.96|4764.00|1482.14|370.54|3779.11
2451874|37013|1279|2346|50071|2196|368|1|1|11274|27|628.56|12.57|641.13|87.45|1126.17|100.56|190.08|337.92|1226.19
2451968|47547|854|7495|165147|5717|1207|1|1|11274|81|1552.77|139.74|1692.51|25.45|707.13|155.27|1229.80|167.70|872.32
2452280||1095||||4796|1||11275|||1.65||||143.83|10.75|10.75|141.98
2452252|40676|183|5207|19374|5044|1921|1|2|11275|2|124.62|6.23|130.85|12.20|66.32|21.18|68.27|35.17|84.75
2452275|43588|545|5207|24905|5795|645|1|1|11275|16|78.40|6.27|84.67|93.10|62.72|13.32|53.36|11.72|162.09
2451482|47996|1216|8942|158314|73|1272|1|2|11276|6|690.78|0.00|690.78|60.45|115.08|324.66|230.65|135.47|175.53
2451958|46413|362|5245|26513|6291|949|1|3|11277|2|7.32|0.51|7.83|36.66|3.44|4.83|1.46|1.03|40.61
2452668|50780|1494|6066|85992|5021|1330|1|2|11280|74|2190.40|0.00|2190.40|0.78|4767.82|372.36|490.87|1327.17|4768.60
2452597|39499|387|6066|21545|905|138|1|1|11280|32|2199.04|153.93|2352.97|76.75|1943.36|945.58|940.09|313.37|2174.04
2451029|35933|872|5443|142570|977|4944|1|1|11281|24|366.00|18.30|384.30|33.63|168.96|263.52|19.47|83.01|220.89
2451122|44364|676|9048|148327|3529|91|1|1|11281|54|2914.92|87.44|3002.36|32.47|818.10|2215.33|181.89|517.70|938.01
2451702|49734|1322|9093|139262|391|3593|1|3|11283|10|1305.80|39.17|1344.97|67.45|416.70|235.04|21.41|1049.35|523.32
2451688|42026|667|1469|184676|1405|1134|1|1|11283|35|4026.40|281.84|4308.24|42.92|1006.60|241.58|946.20|2838.62|1331.36
2451943|55778|1285|8735|10734|205|4636|1|2|11284|9|302.31|9.06|311.37|97.77|128.61|3.02|287.31|11.98|235.44
2452721|35989|1149|4146|82606|6826|1766|1|1|11285|25|68.00|6.12|74.12|20.25|795.00|53.72|13.42|0.86|821.37
2451406|50498|868|8921|178368|3095|3982|1|1|11286|32|1940.16|116.40|2056.56|42.16|168.64|1241.70|537.81|160.65|327.20
2451277|47747|1075|4141|66000|2259|3965|1|1|11286|24|341.76|17.08|358.84|91.70|830.40|167.46|146.41|27.89|939.18
2451360|35666|820|3017|61024|4436|2208|1|1|11286|18|1359.72|108.77|1468.49|10.74|305.46|802.23|150.52|406.97|424.97
2451261|38656|1003|9299|23621|1988|1548|1|3|11287|55|5590.75|0.00|5590.75|36.20|1442.65|0.00|1844.94|3745.81|1478.85
2451239|51820|1634|5178|155551|3558|3125|1|1|11289|47|3292.35|230.46|3522.81|33.09|1113.43|65.84|2000.43|1226.08|1376.98
2452375|49611|85|3068|73318|1458|4951|1|1|11290|42|2992.08|59.84|3051.92|46.50|2228.10|2034.61|268.09|689.38|2334.44
2452418|30910|553|3068|38036|6370|1457|1|2|11290|16|109.92|7.69|117.61|28.43|133.92|53.86|52.13|3.93|170.04
2452394|41432|543|3068|133815|7105|3715|1|1|11290|3|43.65|1.74|45.39|21.73|63.06|5.67|9.11|28.87|86.53
2452303|32425|540|3068|30711|1915|2879|1|1|11290|7|221.06|11.05|232.11|72.42|156.03|126.00|55.13|39.93|239.50
2451766|34409|1244|672|113182|6789|3836|1|1|11293|72|2486.16|0.00|2486.16|21.74|1311.84|1118.77|1025.54|341.85|1333.58
2451504|30943|871|5749|60863|3606|2236|1|2|11294|14|2340.66|187.25|2527.91|47.70|981.54|444.72|1687.38|208.56|1216.49
2452257|42183|1297|3498|51570|2368|4566|1|1|11295|31|752.06|67.68|819.74|70.05|659.99|533.96|213.73|4.37|797.72
2452254|30149|1221|3498|69016|3081|3226|1|3|11295|53|5594.15|503.47|6097.62|78.15|2516.97|3468.37|1870.68|255.10|3098.59
|56713|1733|3498|125504|3656|4608|1||11295|||1.65||97.76|||1.25||
2452238|30455|383|3498|81914|1165|263|1|3|11295|53|2303.38|115.16|2418.54|45.05|287.79|414.60|1133.26|755.52|448.00
2452640|49234|295|9697|139256|7186|3229|1|1|11296|50|1998.50|39.97|2038.47|20.80|391.00|879.34|1040.81|78.35|451.77
2451487|50669|566|1189|161811|1873|3768|1|3|11297|4|15.92|0.15|16.07|45.89|24.40|0.95|0.59|14.38|70.44
2451489|34565|1754|6990|62251|6552|4486|1|1|11298|64|3834.88|268.44|4103.32|3.30|1822.72|3413.04|257.32|164.52|2094.46
2451434|47737|835|5189|105097|6043|1389|1|1|11298|34|3873.96|0.00|3873.96|20.27|761.94|77.47|2391.78|1404.71|782.21
2451885|39523|511|1396|93850|6846|1489|1|2|11300|15|1029.90|72.09|1101.99|28.77|432.45|782.72|200.21|46.97|533.31
2451885|43604|434|3947|111609|2744|3766|1|1|11300|25|431.75|30.22|461.97|90.77|863.50|332.44|40.71|58.60|984.49
2451274|46615|1352|6857|168796|3615|3594|1|3|11302|36|996.48|59.78|1056.26|87.29|211.32|558.02|92.07|346.39|358.39
2451291|55223|1330|4318|25013|6061|3756|1|1|11302|28|1447.60|28.95|1476.55|32.33|1346.80|1302.84|110.01|34.75|1408.08
2451923|57559|122|650|56759|6553|1994|1|3|11303|15|133.80|9.36|143.16|87.64|1070.70|82.95|26.95|23.90|1167.70
2451838|33895|379|650|34689|3267|1125|1|2|11303|6|542.88|10.85|553.73|28.78|64.86|59.71|43.48|439.69|104.49
2451247|30977|866|8041|143323|1678|3920|1|3|11304|24|2872.80|172.36|3045.16|83.56|606.48|689.47|174.66|2008.67|862.40
2451144|30530|1738|4783|66193|3535|3004|1|3|11304|25|83.00|5.81|88.81|99.83|387.75|38.18|33.61|11.21|493.39
2451193|35848|32|4783|115693|419|2152|1|1|11304|44|2583.24|25.83|2609.07|10.61|1087.68|1834.10|741.64|7.50|1124.12
2452688|53439|469|808|26614|3220|4579|1|3|11305|18|57.42|4.01|61.43|93.26|159.84|24.69|25.20|7.53|257.11
2452643|36770|768|1115|172901|2115|1976|1|2|11305|24|28.08|0.84|28.92|23.97|17.52|28.08|0.00|0.00|42.33
2452733|42396|1788|1115|130411|1727|3636|1|3|11305|43|208.12|14.56|222.68|62.28|638.55|77.00|125.87|5.25|715.39
2451910|50360|236|7906|166659|4932|1845|1|3|11307|88|1649.12|82.45|1731.57|40.56|4534.64|214.38|1018.66|416.08|4657.65
2452078|53885|1169|5399|36141|3406|4758|1|3|11307|7|216.44|0.00|216.44|78.38|324.73|93.06|122.14|1.24|403.11
2452011|55022|563|2748|187013|2878|1143|1|3|11307|1|31.54|1.57|33.11|24.47|27.39|17.97|7.32|6.25|53.43
2451998|29520|1171|5399|10460|5395|1457|1|3|11307|7|102.76|1.02|103.78|25.93|77.70|19.52|24.97|58.27|104.65
||1625|7086|||1036|1|2|11308|10|||90.52||||1.17||270.10
2452287|41577|467|1237|73763|3169|3935|1|3|11309|49|4595.71|183.82|4779.53|27.28|1853.18|4365.92|151.66|78.13|2064.28
2451053|58094|13|9018|38811|2110|4129|1|2|11310|83|565.23|5.65|570.88|9.58|282.20|130.00|8.70|426.53|297.43
2451756|29273|581|173|166363|3960|1077|1|2|11311|40|423.60|4.23|427.83|62.88|187.60|398.18|13.21|12.21|254.71
2452158|47207|1217|1209|19772|7094|3976|1|3|11312|3|162.42|9.74|172.16|74.29|112.71|40.60|29.23|92.59|196.74
2452185|30228|1535|693|19553|2413|3273|1|2|11312|8|875.28|0.00|875.28|42.89|285.76|866.52|3.06|5.70|328.65
||1637|1209|101440||1751|1|2|11312|51||234.51|3584.70|27.43|366.69|737.04|1803.07|810.08|
2452273|56736|1709|9993|102005|5965|2885|1|1|11313|1|46.62|0.93|47.55|15.82|18.21|16.78|26.25|3.59|34.96
2452005|44754|77|2157|20408|3455|1949|1|1|11318|1|4.96|0.09|5.05|3.15|42.24|3.72|0.02|1.22|45.48
2451903|59234|497|2601|47903|4198|3620|1|3|11318|19|783.56|15.67|799.23|7.97|400.90|540.65|182.18|60.73|424.54
2452065|42444|992|7453|16395|1384|2326|1|2|11318|4|99.96|0.99|100.95|28.23|143.92|26.98|3.64|69.34|173.14
2451295|39809|1303|718|127896|915|1167|1|1|11320|11|549.01|27.45|576.46|45.76|291.39|351.36|75.10|122.55|364.60
2451964|34555|839|9915|140785|6414|1996|1|3|11322|74|5330.22|213.20|5543.42|13.93|2313.98|586.32|2182.19|2561.71|2541.11
2452676|59819|163|8077|133948|5531|2627|1|3|11323|17|557.94|0.00|557.94|20.53|232.39|55.79|386.65|115.50|252.92
2452574|57915|912|304|178311|5551|3398|1|1|11324|10|717.80|0.00|717.80|22.28|47.80|301.47|345.55|70.78|70.08
2452546|37021|927|3011|145420|5686|4305|1|3|11324|42|819.84|32.79|852.63|77.78|1024.80|204.96|350.48|264.40|1135.37
2452210|47739|1349|8940|163232|6689|2106|1|1|11325|17|670.82|46.95|717.77|97.59|340.68|529.94|140.88|0.00|485.22
2452166|47291|705|8940|111996|621|2366|1|1|11325|4|20.44|1.02|21.46|17.82|10.36|16.35|2.98|1.11|29.20
2451054|55349|1448|1449|117444|5804|44|1|3|11326|33|421.74|16.86|438.60|39.12|94.71|240.39|150.52|30.83|150.69
2452375|41758|229|4675|19677|6013|1389|1|3|11327|16|23.04|0.69|23.73|16.36|12.80|1.38|6.71|14.95|29.85
2452551|50488|924|1834|2775|754|806|1|2|11328|65|3238.95|97.16|3336.11|74.59|934.05|2267.26|825.93|145.76|1105.80
2452449|41396|504|1834|1001|2107|540|1|2|11328|23|2159.70|129.58|2289.28|64.88|290.03|1706.16|149.66|303.88|484.49
2451979|59281|1565|1731|130319|6141|403|1|3|11329|73|1681.19|33.62|1714.81|55.57|1410.36|1143.20|414.25|123.74|1499.55
2451912|29152|1367|7568|30992|1644|2903|1|3|11330|10|316.30|9.48|325.78|96.96|94.90|110.70|203.54|2.06|201.34
2451871|58799|385|7568|107900|1789|2831|1|2|11330|16|26.56|0.53|27.09|72.28|0.00|26.02|0.05|0.49|72.81
2451931|31247|923|7933|97676|1819|362|1|1|11330|17|21.42|0.21|21.63|90.37|7.48|12.20|8.85|0.37|98.06
2451809|55151|1543|7568|26940|2086|3825|1|2|11330|5|14.90|0.00|14.90|62.74|298.30|2.53|2.84|9.53|361.04
2452729|38865|666|3683|60775|3133|3731|1|1|11331|28|22.40|2.01|24.41|65.06|135.80|6.72|14.89|0.79|202.87
2452745|53798|397|3683|108487|1352|2184|1|1|11331|6|187.62|9.38|197.00|52.12|148.50|46.90|70.36|70.36|210.00
2451529|43839|1321|7077|100757|6040|4603|1|1|11332|9|53.64|3.75|57.39|26.72|9.09|35.93|15.05|2.66|39.56
2451326|59865|1585|8884|92189|2147|2185|1|1|11337|38|1021.44|51.07|1072.51|95.21|1564.08|684.36|161.79|175.29|1710.36
2452157|54728|815|73|64740|5562|3184|1|2|11338|3|30.48|0.30|30.78|63.05|20.79|16.15|7.30|7.03|84.14
2452101|56678|1381|73||||1|3|11338|||||70.87||1678.15|630.61|54.84|
2452043|60056|205|73|25332|771|90|1|3|11338|30|990.30|49.51|1039.81|47.21|565.80|960.59|2.67|27.04|662.52
2451091|33423|1642|880|154089|6079|4102|1|3|11340|17|401.88|20.09|421.97|29.52|172.21|329.54|64.38|7.96|221.82
2452746|52866|1680|993|103999|4560|1641|1|1|11342|1|6.17|0.30|6.47|98.79|0.06|3.57|0.02|2.58|99.15
2452408|51636|169|9137|67981|2565|2869|1|1|11343|2|45.96|1.37|47.33|24.00|33.50|8.73|31.27|5.96|58.87
2451640|50345|458|5544|97049|1424|4126|1|2|11344|34|99.96|6.99|106.95|47.24|2406.18|4.99|34.18|60.79|2460.41
2451241|36650|1384|9010|158257|1882|1587|1|1|11345|40|474.00|0.00|474.00|63.56|53.20|388.68|51.19|34.13|116.76
2452223|52926|905|3640|94687|4834|988|1|3|11346|42|198.66|15.89|214.55|58.68|139.86|123.16|67.95|7.55|214.43
2451154|34703|1484|3181|28045|2627|4696|1|1|11347|64|2494.08|49.88|2543.96|27.25|264.32|997.63|852.97|643.48|341.45
2451239|59364|1624||||2268|1||11347|42|||||||492.29||
2451789|57352|1043|2728|172477|3882|4694|1|2|11348|1|85.20|7.66|92.86|65.08|0.97|30.67|53.43|1.10|73.71
2451522|37055|1156|7043|174561|3900|919|1|3|11350|22|844.80|50.68|895.48|85.40|784.52|8.44|342.90|493.46|920.60
2451425||1753||147257||957|1||11350||89.60|3.58||35.66|56.98|66.30|9.32|13.98|
2451061|59474|736|5170|108993|2620|2927|1|1|11352|30|63.60|4.45|68.05|61.53|598.80|60.42|0.57|2.61|664.78
2452067|39870|599|7774|185519|4121|3236|1|1|11354|20|2614.40|130.72|2745.12|82.01|937.60|2405.24|29.28|179.88|1150.33
2452064|36168|801|2571|65139|2027|155|1|3|11354|25|0.00|0.00|0.00|43.69|1883.75|0.00|0.00|0.00|1927.44
2452062|52667|1483|7774|82648|998|3228|1|1|11354|77|1476.86|29.53|1506.39|47.67|738.43|915.65|129.07|432.14|815.63
||1745||159957|5817||1||11356|14|118.72||122.28||29.68|||7.27|
2451452|46583|644|2305|67302|5099|4496|1|2|11357|25|2643.00|185.01|2828.01|4.16|261.25|185.01|319.53|2138.46|450.42
2451432|31212|232|7143|147679|5855|3384|1|2|11357|5|66.80|1.33|68.13|21.06|164.80|1.33|13.09|52.38|187.19
2451545|58761|832|9117|89120|3175|950|1|1|11358|1|18.16|1.63|19.79|36.41|7.85|3.99|12.75|1.42|45.89
