ws_sold_date_sk|ws_sold_time_sk|ws_ship_date_sk|ws_item_sk|ws_bill_customer_sk|ws_bill_cdemo_sk|ws_bill_hdemo_sk|ws_bill_addr_sk|ws_ship_customer_sk|ws_ship_cdemo_sk|ws_ship_hdemo_sk|ws_ship_addr_sk|ws_web_page_sk|ws_web_site_sk|ws_ship_mode_sk|ws_warehouse_sk|ws_promo_sk|ws_order_number|ws_quantity|ws_wholesale_cost|ws_list_price|ws_sales_price|ws_ext_discount_amt|ws_ext_sales_price|ws_ext_wholesale_cost|ws_ext_list_price|ws_ext_tax|ws_coupon_amt|ws_ext_ship_cost|ws_net_paid|ws_net_paid_inc_tax|ws_net_paid_inc_ship|ws_net_paid_inc_ship_tax|ws_net_profit
2451881|12233|2451943|1327|9318|115186|6461|4409|6031|113615|123|4831|2|2|6|1|11|3141|8|42.94|62.69|11.28|411.28|90.24|343.52|501.52|0.00|0.00|230.64|90.24|90.24|320.88|320.88|-253.28
2451881|12233|2451975|1658|9318|115186|6461|4409|6031|113615|123|4831|1|1|15|1|24|3141|72|37.48|103.07|12.36|6531.12|889.92|2698.56|7421.04|1.24|827.62|148.32|62.30|63.54|210.62|211.86|-2636.26
2451881|12233|2451930|557|9318|115186|6461|4409|6031|113615|123|4831|5|2|14|1|28|3141|67|34.66|59.26|52.14|477.04|3493.38|2322.22|3970.42|279.47|0.00|79.06|3493.38|3772.85|3572.44|3851.91|1171.16
2451881|12233|2451889|1460|9318|115186|6461|4409|6031|113615|123|4831|5|2|17|1|15|3141|6|88.08|154.14|61.65|554.94|369.90|528.48|924.84|3.69|0.00|434.64|369.90|373.59|804.54|808.23|-158.58
2451881|12233|2451928|1669|9318|115186|6461|4409|6031|113615|123|4831|1|2|10|1|17|3141|52|25.46|38.95|21.81|891.28|1134.12|1323.92|2025.40|79.38|0.00|890.76|1134.12|1213.50|2024.88|2104.26|-189.80
2452511|44672|2452522|1219|3243|39329|4695|2421|1533|182900|3450|927|6|1|19|1|14|3142|26|65.20|187.77|75.10|2929.42|1952.60|1695.20|4882.02|39.05|0.00|195.26|1952.60|1991.65|2147.86|2186.91|257.40
2452511|44672|2452582|969|3243|39329|4695|2421|1533|182900|3450|927|3|1|2|1|16|3142|70|49.38|81.47|75.76|399.70|5303.20|3456.60|5702.90|53.03|0.00|284.90|5303.20|5356.23|5588.10|5641.13|1846.60
2452511|44672|2452539|1065|3243|39329|4695|2421|1533|182900|3450|927|1|3|6|1|19|3142|18|21.59|53.75|19.88|609.66|357.84|388.62|967.50|7.15|0.00|415.98|357.84|364.99|773.82|780.97|-30.78
2452511|44672|2452528|1704|3243|39329|4695|2421|1533|182900|3450|927|3|1|2|1|3|3142|10|48.51|50.93|22.91|280.20|229.10|485.10|509.30|20.61|0.00|183.30|229.10|249.71|412.40|433.01|-256.00
2452511|44672|2452615|1092|3243|39329|4695|2421|1533|182900|3450|927|6|3|18|1|7|3142|71|63.64|188.37|67.81|8559.76|4814.51|4518.44|13374.27|48.14|0.00|1336.93|4814.51|4862.65|6151.44|6199.58|296.07
2452511|44672|2452550|396|3243|39329|4695|2421|1533|182900|3450|927|3|3|17|1|3|3142|9|86.68|169.89|0.00|1529.01|0.00|780.12|1529.01|0.00|0.00|412.83|0.00|0.00|412.83|412.83|-780.12
2452511|44672|2452595|1039|3243|39329|4695|2421|1533|182900|3450|927|6|3|2|1|14|3142|75|60.55|166.51|66.60|7493.25|4995.00|4541.25|12488.25|449.55|0.00|4620.00|4995.00|5444.55|9615.00|10064.55|453.75
2452511|44672|2452596|1635|3243|39329|4695|2421|1533|182900|3450|927|6|1|14|1|9|3142|46|89.63|207.94|147.63|2774.26|6790.98|4122.98|9565.24|42.78|2512.66|3443.10|4278.32|4321.10|7721.42|7764.20|155.34
2452511|44672|2452562|366|3243|39329|4695|2421|1533|182900|3450|927|1|1|5|1|13|3142|22|42.33|47.83|41.61|136.84|915.42|931.26|1052.26|9.15|0.00|526.02|915.42|924.57|1441.44|1450.59|-15.84
2452077|49663|2452100|815|4628|8203|1491|2746|7263|134551|5788|1985|5|1|15|1|28|3143|69|58.74|134.51|111.64|1578.03|7703.16|4053.06|9281.19|154.06|0.00|3712.20|7703.16|7857.22|11415.36|11569.42|3650.10
2452077|49663|2452143|1365|4628|8203|1491|2746|7263|134551|5788|1985|5|3|13|1|22|3143|36|69.65|203.37|107.78|3441.24|3880.08|2507.40|7321.32|115.23|38.80|3294.36|3841.28|3956.51|7135.64|7250.87|1333.88
2452077|49663|2452093|221|4628|8203|1491|2746|7263|134551|5788|1985|5|3|1|1|25|3143|7|55.21|57.41|19.51|265.30|136.57|386.47|401.87|1.36|0.00|56.21|136.57|137.93|192.78|194.14|-249.90
2452077|49663|2452094|1055|4628|8203|1491|2746|7263|134551|5788|1985|1|3|13|1|17|3143|2|65.26|160.53|109.16|102.74|218.32|130.52|321.06|13.09|0.00|70.62|218.32|231.41|288.94|302.03|87.80
2452077|49663|2452131|955|4628|8203|1491|2746|7263|134551|5788|1985|3|1|4|1|11|3143|1|11.81|28.93|13.01|15.92|13.01|11.81|28.93|0.78|0.00|12.43|13.01|13.79|25.44|26.22|1.20
2452077|49663|2452174|1149|4628|8203|1491|2746|7263|134551|5788|1985|3|3|19|1|5|3143|62|73.78|169.69|54.30|7154.18|3366.60|4574.36|10520.78|168.33|0.00|315.58|3366.60|3534.93|3682.18|3850.51|-1207.76
2452077|49663|2452137|467|4628|8203|1491|2746|7263|134551|5788|1985|1|1|15|1|12|3143|7|32.99|50.47|49.46|7.07|346.22|230.93|353.29|13.84|0.00|166.04|346.22|360.06|512.26|526.10|115.29
2452077|49663|2452197|11|4628|8203|1491|2746|7263|134551|5788|1985|1|1|6|1|9|3143|27|43.10|108.61|92.31|440.10|2492.37|1163.70|2932.47|0.00|0.00|29.16|2492.37|2492.37|2521.53|2521.53|1328.67
2452077|49663|2452122|91|4628|8203|1491|2746|7263|134551|5788|1985|5|1|8|1|22|3143|71|59.14|88.71|80.72|567.29|5731.12|4198.94|6298.41|286.55|0.00|629.77|5731.12|6017.67|6360.89|6647.44|1532.18
2452077|49663|2452154|1607|4628|8203|1491|2746|7263|134551|5788|1985|3|1|14|1|26|3143|85|95.94|210.10|86.14|10536.60|7321.90|8154.90|17858.50|658.97|0.00|6607.05|7321.90|7980.87|13928.95|14587.92|-833.00
2452077|49663|2452084|931|4628|8203|1491|2746|7263|134551|5788|1985|1|3|15|1|12|3143|97|53.20|82.99|68.88|1368.67|6681.36|5160.40|8050.03|267.25|0.00|2333.82|6681.36|6948.61|9015.18|9282.43|1520.96
2451445|68045|2451532|469|9608|129377|666|1795|1276|11145|4712|1792|1|1|11|1|6|3144|59|87.07|134.08|2.68|7752.60|158.12|5137.13|7910.72|12.64|0.00|474.36|158.12|170.76|632.48|645.12|-4979.01
2451445|68045|2451529|760|9608|129377|666|1795|1276|11145|4712|1792|4|2|2|1|7|3144|1|62.13|95.68|16.26|79.42|16.26|62.13|95.68|0.48|0.00|4.78|16.26|16.74|21.04|21.52|-45.87
2451445|68045|2451492|1678|9608|129377|666|1795|1276|11145|4712|1792|1|1|14|1|13|3144|43|36.05|48.66|6.81|1799.55|292.83|1550.15|2092.38|0.00|0.00|878.49|292.83|292.83|1171.32|1171.32|-1257.32
2451445|68045|2451502|106|9608|129377|666|1795|1276|11145|4712|1792|2|2|18|1|4|3144|50|7.55|10.26|3.18|354.00|159.00|377.50|513.00|2.67|125.61|123.00|33.39|36.06|156.39|159.06|-344.11
2451445|68045|2451541|400|9608|129377|666|1795|1276|11145|4712|1792|4|1|8|1|30|3144|92|73.61|74.34|61.70|1162.88|5676.40|6772.12|6839.28|283.82|0.00|410.32|5676.40|5960.22|6086.72|6370.54|-1095.72
2451445|68045|2451458|1100|9608|129377|666|1795|1276|11145|4712|1792|2|2|5|1|18|3144|76|90.67|213.98|139.08|5692.40|10570.08|6890.92|16262.48|12.68|9935.87|2276.20|634.21|646.89|2910.41|2923.09|-6256.71
2451445|68045|2451543|1390|9608|129377|666|1795|1276|11145|4712|1792|1|2|15|1|10|3144|84|44.98|90.40|23.50|5619.60|1974.00|3778.32|7593.60|177.66|0.00|530.88|1974.00|2151.66|2504.88|2682.54|-1804.32
2451445|68045|2451503|1454|9608|129377|666|1795|1276|11145|4712|1792|4|2|15|1|10|3144|52|79.84|166.86|138.49|1475.24|7201.48|4151.68|8676.72|64.81|720.14|3123.12|6481.34|6546.15|9604.46|9669.27|2329.66
2451445|68045|2451550|736|9608|129377|666|1795|1276|11145|4712|1792|4|2|4|1|26|3144|4|51.05|77.08|21.58|222.00|86.32|204.20|308.32|3.86|31.07|123.32|55.25|59.11|178.57|182.43|-148.95
2451445|68045|2451454|1562|9608|129377|666|1795|1276|11145|4712|1792|2|2|9|1|10|3144|37|48.08|114.43|83.53|1143.30|3090.61|1778.96|4233.91|216.34|0.00|338.55|3090.61|3306.95|3429.16|3645.50|1311.65
2451445|68045|2451559|277|9608|129377|666|1795|1276|11145|4712|1792|1|1|15|1|4|3144|69|42.65|57.15|1.14|3864.69|78.66|2942.85|3943.35|5.50|0.00|1773.99|78.66|84.16|1852.65|1858.15|-2864.19
2451445|68045|2451558|928|9608|129377|666|1795|1276|11145|4712|1792|2|2|18|1|1|3144|40|94.22|218.59|48.08|6820.40|1923.20|3768.80|8743.60|134.62|0.00|3410.00|1923.20|2057.82|5333.20|5467.82|-1845.60
2451445|68045|2451532|1162|9608|129377|666|1795|1276|11145|4712|1792|2|2|8|1|4|3144|98|48.84|145.05|113.13|3128.16|11086.74|4786.32|14214.90|110.86|0.00|5258.68|11086.74|11197.60|16345.42|16456.28|6300.42
2452296|60009|2452357|1710|9366|176823|2920|3497|7191|187046|4278|790|1|3|11|1|7|3145|39|49.30|75.42|18.85|2206.23|735.15|1922.70|2941.38|7.35|0.00|529.23|735.15|742.50|1264.38|1271.73|-1187.55
2452296|60009|2452310|709|9366|176823|2920|3497|7191|187046|4278|790|6|1|16|1|12|3145|90|86.58|117.74|47.09|6358.50|4238.10|7792.20|10596.60|254.28|0.00|4979.70|4238.10|4492.38|9217.80|9472.08|-3554.10
2452296|60009|2452300|516|9366|176823|2920|3497|7191|187046|4278|790|6|3|20|1|25|3145|78|89.45|244.19|0.00|19046.82|0.00|6977.10|19046.82|0.00|0.00|190.32|0.00|0.00|190.32|190.32|-6977.10
2452296|60009|2452299|217|9366|176823|2920|3497|7191|187046|4278|790|1|3|15|1|26|3145|17|87.40|237.72|109.35|2182.29|1858.95|1485.80|4041.24|0.00|74.35|727.26|1784.60|1784.60|2511.86|2511.86|298.80
2452296|60009|2452370|165|9366|176823|2920|3497|7191|187046|4278|790|1|3|14|1|23|3145|12|35.33|47.69|20.98|320.52|251.76|423.96|572.28|5.03|0.00|263.16|251.76|256.79|514.92|519.95|-172.20
2452296|60009|2452393|489|9366|176823|2920|3497|7191|187046|4278|790|6|1|13|1|21|3145|87|69.95|108.42|71.55|3207.69|6224.85|6085.65|9432.54|311.24|0.00|2546.49|6224.85|6536.09|8771.34|9082.58|139.20
2452296|60009|2452329|721|9366|176823|2920|3497|7191|187046|4278|790|3|1|11|1|4|3145|51|80.95|83.37|47.52|1828.35|2423.52|4128.45|4251.87|101.78|387.76|1232.67|2035.76|2137.54|3268.43|3370.21|-2092.69
2452296|60009|2452404|591|9366|176823|2920|3497|7191|187046|4278|790|1|1|8|1|8|3145|75|27.76|77.45|40.27|2788.50|3020.25|2082.00|5808.75|30.20|0.00|1684.50|3020.25|3050.45|4704.75|4734.95|938.25
2452296|60009|2452412|1668|9366|176823|2920|3497|7191|187046|4278|790|1|1|11|1|28|3145|55|24.55|31.42|19.79|639.65|1088.45|1350.25|1728.10|97.96|0.00|569.80|1088.45|1186.41|1658.25|1756.21|-261.80
2452296|60009|2452367|895|9366|176823|2920|3497|7191|187046|4278|790|3|3|20|1|15|3145|57|58.71|171.43|17.14|8794.53|976.98|3346.47|9771.51|78.15|0.00|4788.00|976.98|1055.13|5764.98|5843.13|-2369.49
2452296|60009|2452412|253|9366|176823|2920|3497|7191|187046|4278|790|6|1|20|1|25|3145|13|31.47|87.17|82.81|56.68|1076.53|409.11|1133.21|0.00|0.00|385.19|1076.53|1076.53|1461.72|1461.72|667.42
2452296|60009|2452383|903|9366|176823|2920|3497|7191|187046|4278|790|3|1|5|1|28|3145|48|3.80|5.62|1.85|180.96|88.80|182.40|269.76|0.88|0.00|10.56|88.80|89.68|99.36|100.24|-93.60
2452296|60009|2452300|1341|9366|176823|2920|3497|7191|187046|4278|790|1|3|15|1|8|3145|46|33.38|64.75|19.42|2085.18|893.32|1535.48|2978.50|37.16|428.79|386.86|464.53|501.69|851.39|888.55|-1070.95
2451506|80960|2451519|994|6152|185234|2476|638|2269|79233|3040|207|1|1|2|1|30|3146|76|25.25|71.20|4.98|5032.72|378.48|1919.00|5411.20|0.03|374.69|2326.36|3.79|3.82|2330.15|2330.18|-1915.21
2451506|80960|2451605|812|6152|185234|2476|638|2269|79233|3040|207|4|1|4|1|7|3146|96|2.90|7.10|4.82|218.88|462.72|278.40|681.60|9.25|0.00|95.04|462.72|471.97|557.76|567.01|184.32
2451506|80960|2451547|20|6152|185234|2476|638|2269|79233|3040|207|2|1|20|1|21|3146|61|2.97|5.16|2.27|176.29|138.47|181.17|314.76|0.00|0.00|157.38|138.47|138.47|295.85|295.85|-42.70
2451506|80960|2451557|1786|6152|185234|2476|638|2269|79233|3040|207|1|2|7|1|1|3146|47|79.90|135.03|32.40|4823.61|1522.80|3755.30|6346.41|45.68|0.00|2855.72|1522.80|1568.48|4378.52|4424.20|-2232.50
2451506|80960|2451611|1384|6152|185234|2476|638|2269|79233|3040|207|2|1|13|1|1|3146|21|28.86|50.79|45.71|106.68|959.91|606.06|1066.59|86.39|0.00|106.47|959.91|1046.30|1066.38|1152.77|353.85
2451506|80960|2451622|184|6152|185234|2476|638|2269|79233|3040|207|4|2|19|1|15|3146|16|26.86|28.47|13.38|241.44|214.08|429.76|455.52|0.00|0.00|59.20|214.08|214.08|273.28|273.28|-215.68
2451506|80960|2451550|73|6152|185234|2476|638|2269|79233|3040|207|2|1|4|1|14|3146|24|94.89|243.86|117.05|3043.44|2809.20|2277.36|5852.64|0.00|0.00|2692.08|2809.20|2809.20|5501.28|5501.28|531.84
2451506|80960|2451570|1564|6152|185234|2476|638|2269|79233|3040|207|1|1|11|1|20|3146|73|57.62|157.87|96.30|4494.61|7029.90|4206.26|11524.51|421.79|0.00|5531.21|7029.90|7451.69|12561.11|12982.90|2823.64
2451506|80960|2451525|1784|6152|185234|2476|638|2269|79233|3040|207|1|2|1|1|28|3146|47|2.96|7.90|1.81|286.23|85.07|139.12|371.30|3.40|0.00|133.48|85.07|88.47|218.55|221.95|-54.05
2452620|45073|2452630|228|4056|22660|2191|682|9209|155497|6825|4313|3|1|6|1|4|3147|82|29.37|46.40|5.56|3348.88|455.92|2408.34|3804.80|31.91|0.00|1749.88|455.92|487.83|2205.80|2237.71|-1952.42
2452620|45073|2452697|114|4056|22660|2191|682|9209|155497|6825|4313|3|1|3|1|15|3147|21|54.88|156.95|144.39|263.76|3032.19|1152.48|3295.95|181.93|0.00|1318.38|3032.19|3214.12|4350.57|4532.50|1879.71
2452620|45073|2452650|1207|4056|22660|2191|682|9209|155497|6825|4313|6|3|11|1|19|3147|79|10.37|26.54|3.98|1782.24|314.42|819.23|2096.66|25.15|0.00|545.10|314.42|339.57|859.52|884.67|-504.81
2452620|45073|2452718|963|4056|22660|2191|682|9209|155497|6825|4313|1|1|6|1|1|3147|35|90.97|155.55|40.44|4028.85|1415.40|3183.95|5444.25|56.61|0.00|2449.65|1415.40|1472.01|3865.05|3921.66|-1768.55
2452620|45073|2452677|859|4056|22660|2191|682|9209|155497|6825|4313|1|1|13|1|28|3147|96|10.36|11.49|3.44|772.80|330.24|994.56|1103.04|6.60|0.00|32.64|330.24|336.84|362.88|369.48|-664.32
2452620|45073|2452733|1147|4056|22660|2191|682|9209|155497|6825|4313|6|1|14|1|11|3147|30|91.11|174.02|167.05|209.10|5011.50|2733.30|5220.60|50.11|0.00|1305.00|5011.50|5061.61|6316.50|6366.61|2278.20
2452620|45073|2452688|723|4056|22660|2191|682|9209|155497|6825|4313|3|3|2|1|3|3147|78|93.18|264.63|214.35|3921.84|16719.30|7268.04|20641.14|334.38|0.00|8049.60|16719.30|17053.68|24768.90|25103.28|9451.26
2452620|45073|2452657|513|4056|22660|2191|682|9209|155497|6825|4313|3|3|16|1|8|3147|29|35.47|41.85|37.24|133.69|1079.96|1028.63|1213.65|0.00|0.00|291.16|1079.96|1079.96|1371.12|1371.12|51.33
2452620|45073|2452640|793|4056|22660|2191|682|9209|155497|6825|4313|6|1|19|1|12|3147|59|41.06|43.93|19.76|1426.03|1165.84|2422.54|2591.87|23.31|0.00|1191.80|1165.84|1189.15|2357.64|2380.95|-1256.70
2452620|45073|2452641|1783|4056|22660|2191|682|9209|155497|6825|4313|1|1|2|1|30|3147|69|6.65|17.88|0.00|1233.72|0.00|458.85|1233.72|0.00|0.00|616.86|0.00|0.00|616.86|616.86|-458.85
2452620|45073|2452725|972|4056|22660|2191|682|9209|155497|6825|4313|6|3|10|1|23|3147|93|44.10|76.73|16.11|5637.66|1498.23|4101.30|7135.89|104.87|0.00|1212.72|1498.23|1603.10|2710.95|2815.82|-2603.07
2452620|45073|2452632|1548|4056|22660|2191|682|9209|155497|6825|4313|6|3|20|1|27|3147|96|97.61|188.38|163.89|2351.04|15733.44|9370.56|18084.48|314.66|0.00|6329.28|15733.44|16048.10|22062.72|22377.38|6362.88
2452620|45073|2452704|1371|4056|22660|2191|682|9209|155497|6825|4313|1|3|3|1|2|3147|100|91.15|183.21|124.58|5863.00|12458.00|9115.00|18321.00|622.90|0.00|4030.00|12458.00|13080.90|16488.00|17110.90|3343.00
2452620|45073|2452654|1698|4056|22660|2191|682|9209|155497|6825|4313|3|3|11|1|26|3147|21|47.10|56.99|53.57|71.82|1124.97|989.10|1196.79|89.99|0.00|322.98|1124.97|1214.96|1447.95|1537.94|135.87
2451809|81125|2451908|170|4336|92088|1327|1446|2052|49017|91|4078|2|1|6|1|6|3148|62|63.02|164.48|141.45|1427.86|8769.90|3907.24|10197.76|701.59|0.00|1631.22|8769.90|9471.49|10401.12|11102.71|4862.66
2451809|81125|2451879|548|4336|92088|1327|1446|2052|49017|91|4078|1|2|5|1|25|3148|100|14.90|36.05|26.67|938.00|2667.00|1490.00|3605.00|80.01|0.00|1730.00|2667.00|2747.01|4397.00|4477.01|1177.00
2451809|81125|2451864|283|4336|92088|1327|1446|2052|49017|91|4078|2|1|17|1|23|3148|44|70.66|146.97|138.15|388.08|6078.60|3109.04|6466.68|303.93|0.00|2198.24|6078.60|6382.53|8276.84|8580.77|2969.56
2451809|81125|2451815|383|4336|92088|1327|1446|2052|49017|91|4078|2|1|9|1|15|3148|72|85.76|200.67|6.02|14014.80|433.44|6174.72|14448.24|30.34|0.00|3756.24|433.44|463.78|4189.68|4220.02|-5741.28
2451809|81125|2451836|311|4336|92088|1327|1446|2052|49017|91|4078|5|1|2|1|19|3148|84|61.85|101.43|5.07|8094.24|425.88|5195.40|8520.12|34.07|0.00|1618.68|425.88|459.95|2044.56|2078.63|-4769.52
2451809|81125|2451905|1538|4336|92088|1327|1446|2052|49017|91|4078|1|2|8|1|28|3148|25|63.05|107.81|23.71|2102.50|592.75|1576.25|2695.25|0.00|0.00|1320.50|592.75|592.75|1913.25|1913.25|-983.50
2451809|81125|2451814|1367|4336|92088|1327|1446|2052|49017|91|4078|5|1|14|1|12|3148|61|62.89|138.35|55.34|5063.61|3375.74|3836.29|8439.35|270.05|0.00|1856.23|3375.74|3645.79|5231.97|5502.02|-460.55
2451809|81125|2451885|353|4336|92088|1327|1446|2052|49017|91|4078|5|2|2|1|2|3148|50|98.09|256.01|220.16|1792.50|11008.00|4904.50|12800.50|550.40|0.00|5120.00|11008.00|11558.40|16128.00|16678.40|6103.50
2451809|81125|2451902|293|4336|92088|1327|1446|2052|49017|91|4078|1|2|18|1|9|3148|1|69.95|107.72|25.85|81.87|25.85|69.95|107.72|1.03|0.00|37.70|25.85|26.88|63.55|64.58|-44.10
2451809|81125|2451868|1292|4336|92088|1327|1446|2052|49017|91|4078|2|2|16|1|10|3148|83|11.53|25.94|13.48|1034.18|1118.84|956.99|2153.02|89.61|123.07|795.97|995.77|1085.38|1791.74|1881.35|38.78
2451809|81125|2451903|200|4336|92088|1327|1446|2052|49017|91|4078|2|1|4|1|2|3148|38|90.26|212.11|120.90|3465.98|4594.20|3429.88|8060.18|137.82|0.00|2740.18|4594.20|4732.02|7334.38|7472.20|1164.32
2451809|81125|2451921|919|4336|92088|1327|1446|2052|49017|91|4078|5|1|11|1|21|3148|77|19.45|38.31|30.64|590.59|2359.28|1497.65|2949.87|141.55|0.00|1002.54|2359.28|2500.83|3361.82|3503.37|861.63
2451809|81125|2451875|419|4336|92088|1327|1446|2052|49017|91|4078|5|2|5|1|16|3148|10|30.91|68.00|61.20|68.00|612.00|309.10|680.00|39.65|171.36|333.20|440.64|480.29|773.84|813.49|131.54
2450980|68586|2451075|1018|5173|51075|1057|152|8818|48667|3829|3264|2|2|11|1|18|3149|91|38.48|101.58|17.26|7673.12|1570.66|3501.68|9243.78|0.00|0.00|1941.03|1570.66|1570.66|3511.69|3511.69|-1931.02
2450980|68586|2451017|686|5173|51075|1057|152|8818|48667|3829|3264|1|1|4|1|24|3149|11|29.80|41.72|20.02|238.70|220.22|327.80|458.92|17.61|0.00|100.87|220.22|237.83|321.09|338.70|-107.58
2450980|68586|2451058|1102|5173|51075|1057|152|8818|48667|3829|3264|4|2|11|1|2|3149|33|8.89|13.86|7.06|224.40|232.98|293.37|457.38|18.63|0.00|64.02|232.98|251.61|297.00|315.63|-60.39
2450980|68586|2451095|188|5173|51075|1057|152|8818|48667|3829|3264|2|1|3|1|21|3149|27|57.22|98.41|64.95|903.42|1753.65|1544.94|2657.07|17.53|0.00|903.15|1753.65|1771.18|2656.80|2674.33|208.71
2450980|68586|2451018|1447|5173|51075|1057|152|8818|48667|3829|3264|2|2|14|1|20|3149|66|13.67|23.78|6.89|1114.74|454.74|902.22|1569.48|9.09|0.00|156.42|454.74|463.83|611.16|620.25|-447.48
2450980|68586|2451022|64|5173|51075|1057|152|8818|48667|3829|3264|2|1|16|1|25|3149|59|72.14|193.33|173.99|1141.06|10265.41|4256.26|11406.47|513.27|0.00|4220.27|10265.41|10778.68|14485.68|14998.95|6009.15
2450980|68586|2451061|700|5173|51075|1057|152|8818|48667|3829|3264|2|2|16|1|24|3149|4|96.44|177.44|145.50|127.76|582.00|385.76|709.76|23.28|0.00|220.00|582.00|605.28|802.00|825.28|196.24
2450980|68586|2451055|386|5173|51075|1057|152|8818|48667|3829|3264|1|2|19|1|23|3149|46|38.81|101.29|13.16|4053.98|605.36|1785.26|4659.34|0.00|0.00|791.66|605.36|605.36|1397.02|1397.02|-1179.90
2450980|68586|2451061|1051|5173|51075|1057|152|8818|48667|3829|3264|4|2|11|1|13|3149|11|23.34|36.64|23.44|145.20|257.84|256.74|403.04|10.31|0.00|36.19|257.84|268.15|294.03|304.34|1.10
2450980|68586|2451092|1544|5173|51075|1057|152|8818|48667|3829|3264|1|2|19|1|30|3149|45|46.88|109.23|54.61|2457.90|2457.45|2109.60|4915.35|19.65|491.49|1327.05|1965.96|1985.61|3293.01|3312.66|-143.64
2450980|68586|2451021|976|5173|51075|1057|152|8818|48667|3829|3264|2|2|15|1|23|3149|75|37.13|102.10|66.36|2680.50|4977.00|2784.75|7657.50|199.08|0.00|3675.00|4977.00|5176.08|8652.00|8851.08|2192.25
2450980|68586|2450991|838|5173|51075|1057|152|8818|48667|3829|3264|1|1|14|1|20|3149|25|65.97|189.33|94.66|2366.75|2366.50|1649.25|4733.25|94.66|0.00|236.50|2366.50|2461.16|2603.00|2697.66|717.25
2452585|62598|2452597|1407|8710|168250|4750|1970|9403|170134|4390|4486|6|3|19|1|29|3150|22|22.62|46.82|45.88|20.68|1009.36|497.64|1030.04|30.28|0.00|0.00|1009.36|1039.64|1009.36|1039.64|511.72
2452585|62598|2452643|1272|8710|168250|4750|1970|9403|170134|4390|4486|6|3|6|1|15|3150|47|91.80|103.73|18.67|3997.82|877.49|4314.60|4875.31|0.00|0.00|1901.15|877.49|877.49|2778.64|2778.64|-3437.11
2452585|62598|2452613|858|8710|168250|4750|1970|9403|170134|4390|4486|3|3|9|1|16|3150|76|11.08|31.02|21.09|754.68|1602.84|842.08|2357.52|60.90|384.68|1060.20|1218.16|1279.06|2278.36|2339.26|376.08
2452585|62598|2452705|1743|8710|168250|4750|1970|9403|170134|4390|4486|1|3|20|1|12|3150|74|73.86|129.99|25.99|7696.00|1923.26|5465.64|9619.26|96.16|0.00|287.86|1923.26|2019.42|2211.12|2307.28|-3542.38
2452585|62598|2452620|1287|8710|168250|4750|1970|9403|170134|4390|4486|3|1|18|1|12|3150|51|31.52|66.50|49.87|848.13|2543.37|1607.52|3391.50|203.46|0.00|67.83|2543.37|2746.83|2611.20|2814.66|935.85
2452585|62598|2452680|462|8710|168250|4750|1970|9403|170134|4390|4486|6|3|14|1|14|3150|83|1.27|2.71|0.70|166.83|58.10|105.41|224.93|1.74|0.00|112.05|58.10|59.84|170.15|171.89|-47.31
2452585|62598|2452662|1357|8710|168250|4750|1970|9403|170134|4390|4486|3|1|8|1|30|3150|59|64.86|193.28|36.72|9237.04|2166.48|3826.74|11403.52|21.66|0.00|0.00|2166.48|2188.14|2166.48|2188.14|-1660.26
2452585|62598|2452616|1095|8710|168250|4750|1970|9403|170134|4390|4486|6|3|17|1|16|3150|50|12.75|25.37|18.52|342.50|926.00|637.50|1268.50|27.78|0.00|279.00|926.00|953.78|1205.00|1232.78|288.50
2452585|62598|2452606|1464|8710|168250|4750|1970|9403|170134|4390|4486|6|1|2|1|19|3150|89|22.33|47.56|47.08|42.72|4190.12|1987.37|4232.84|0.00|0.00|84.55|4190.12|4190.12|4274.67|4274.67|2202.75
2452585|62598|2452668|1597|8710|168250|4750|1970|9403|170134|4390|4486|3|3|8|1|22|3150|61|44.31|69.12|42.16|1644.56|2571.76|2702.91|4216.32|51.43|0.00|631.96|2571.76|2623.19|3203.72|3255.15|-131.15
2452585|62598|2452621|1213|8710|168250|4750|1970|9403|170134|4390|4486|1|3|20|1|15|3150|88|14.72|37.53|8.63|2543.20|759.44|1295.36|3302.64|60.75|0.00|1485.44|759.44|820.19|2244.88|2305.63|-535.92
2452585|62598|2452703|1339|8710|168250|4750|1970|9403|170134|4390|4486|3|3|20|1|28|3150|92|11.76|21.87|12.68|845.48|1166.56|1081.92|2012.04|0.00|0.00|1005.56|1166.56|1166.56|2172.12|2172.12|84.64
2452585|62598|2452671|663|8710|168250|4750|1970|9403|170134|4390|4486|1|1|11|1|5|3150|94|19.83|39.46|23.28|1520.92|2188.32|1864.02|3709.24|87.53|0.00|333.70|2188.32|2275.85|2522.02|2609.55|324.30
2451858|61172|2451868|230|6888|156679|3063|1574|6888|156679|3063|1574|1|2|13|1|17|3151|61|78.35|79.91|19.97|3656.34|1218.17|4779.35|4874.51|97.45|0.00|2047.16|1218.17|1315.62|3265.33|3362.78|-3561.18
2451858|61172|2451898|1195|6888|156679|3063|1574|6888|156679|3063|1574|2|1|19|1|11|3151|26|63.19|68.87|36.50|841.62|949.00|1642.94|1790.62|5.88|654.81|0.00|294.19|300.07|294.19|300.07|-1348.75
2451858|61172|2451946|355|6888|156679|3063|1574|6888|156679|3063|1574|1|2|9|1|18|3151|10|35.43|35.43|33.30|21.30|333.00|354.30|354.30|3.33|0.00|46.00|333.00|336.33|379.00|382.33|-21.30
