cd_demo_sk|cd_gender|cd_marital_status|cd_education_status|cd_purchase_estimate|cd_credit_rating|cd_dep_count|cd_dep_employed_count|cd_dep_college_count
111860|F|U|Unknown|9000|Unknown|5|2|0
111861|M|M|Primary|9500|Unknown|5|2|0
111862|F|M|Primary|9500|Unknown|5|2|0
111863|M|S|Primary|9500|Unknown|5|2|0
111864|F|S|Primary|9500|Unknown|5|2|0
111865|M|D|Primary|9500|Unknown|5|2|0
111866|F|D|Primary|9500|Unknown|5|2|0
111867|M|W|Primary|9500|Unknown|5|2|0
111868|F|W|Primary|9500|Unknown|5|2|0
111869|M|U|Primary|9500|Unknown|5|2|0
111870|F|U|Primary|9500|Unknown|5|2|0
111871|M|M|Secondary|9500|Unknown|5|2|0
111872|F|M|Secondary|9500|Unknown|5|2|0
111873|M|S|Secondary|9500|Unknown|5|2|0
111874|F|S|Secondary|9500|Unknown|5|2|0
111875|M|D|Secondary|9500|Unknown|5|2|0
111876|F|D|Secondary|9500|Unknown|5|2|0
111877|M|W|Secondary|9500|Unknown|5|2|0
111878|F|W|Secondary|9500|Unknown|5|2|0
111879|M|U|Secondary|9500|Unknown|5|2|0
111880|F|U|Secondary|9500|Unknown|5|2|0
111881|M|M|College|9500|Unknown|5|2|0
111882|F|M|College|9500|Unknown|5|2|0
111883|M|S|College|9500|Unknown|5|2|0
111884|F|S|College|9500|Unknown|5|2|0
111885|M|D|College|9500|Unknown|5|2|0
111886|F|D|College|9500|Unknown|5|2|0
111887|M|W|College|9500|Unknown|5|2|0
111888|F|W|College|9500|Unknown|5|2|0
111889|M|U|College|9500|Unknown|5|2|0
111890|F|U|College|9500|Unknown|5|2|0
111891|M|M|2 yr Degree|9500|Unknown|5|2|0
111892|F|M|2 yr Degree|9500|Unknown|5|2|0
111893|M|S|2 yr Degree|9500|Unknown|5|2|0
111894|F|S|2 yr Degree|9500|Unknown|5|2|0
111895|M|D|2 yr Degree|9500|Unknown|5|2|0
111896|F|D|2 yr Degree|9500|Unknown|5|2|0
111897|M|W|2 yr Degree|9500|Unknown|5|2|0
111898|F|W|2 yr Degree|9500|Unknown|5|2|0
111899|M|U|2 yr Degree|9500|Unknown|5|2|0
111900|F|U|2 yr Degree|9500|Unknown|5|2|0
111901|M|M|4 yr Degree|9500|Unknown|5|2|0
111902|F|M|4 yr Degree|9500|Unknown|5|2|0
111903|M|S|4 yr Degree|9500|Unknown|5|2|0
111904|F|S|4 yr Degree|9500|Unknown|5|2|0
111905|M|D|4 yr Degree|9500|Unknown|5|2|0
111906|F|D|4 yr Degree|9500|Unknown|5|2|0
111907|M|W|4 yr Degree|9500|Unknown|5|2|0
111908|F|W|4 yr Degree|9500|Unknown|5|2|0
111909|M|U|4 yr Degree|9500|Unknown|5|2|0
111910|F|U|4 yr Degree|9500|Unknown|5|2|0
111911|M|M|Advanced Degree|9500|Unknown|5|2|0
111912|F|M|Advanced Degree|9500|Unknown|5|2|0
111913|M|S|Advanced Degree|9500|Unknown|5|2|0
111914|F|S|Advanced Degree|9500|Unknown|5|2|0
111915|M|D|Advanced Degree|9500|Unknown|5|2|0
111916|F|D|Advanced Degree|9500|Unknown|5|2|0
111917|M|W|Advanced Degree|9500|Unknown|5|2|0
111918|F|W|Advanced Degree|9500|Unknown|5|2|0
111919|M|U|Advanced Degree|9500|Unknown|5|2|0
111920|F|U|Advanced Degree|9500|Unknown|5|2|0
111921|M|M|Unknown|9500|Unknown|5|2|0
111922|F|M|Unknown|9500|Unknown|5|2|0
111923|M|S|Unknown|9500|Unknown|5|2|0
111924|F|S|Unknown|9500|Unknown|5|2|0
111925|M|D|Unknown|9500|Unknown|5|2|0
111926|F|D|Unknown|9500|Unknown|5|2|0
111927|M|W|Unknown|9500|Unknown|5|2|0
111928|F|W|Unknown|9500|Unknown|5|2|0
111929|M|U|Unknown|9500|Unknown|5|2|0
111930|F|U|Unknown|9500|Unknown|5|2|0
111931|M|M|Primary|10000|Unknown|5|2|0
111932|F|M|Primary|10000|Unknown|5|2|0
111933|M|S|Primary|10000|Unknown|5|2|0
111934|F|S|Primary|10000|Unknown|5|2|0
111935|M|D|Primary|10000|Unknown|5|2|0
111936|F|D|Primary|10000|Unknown|5|2|0
111937|M|W|Primary|10000|Unknown|5|2|0
111938|F|W|Primary|10000|Unknown|5|2|0
111939|M|U|Primary|10000|Unknown|5|2|0
111940|F|U|Primary|10000|Unknown|5|2|0
111941|M|M|Secondary|10000|Unknown|5|2|0
111942|F|M|Secondary|10000|Unknown|5|2|0
111943|M|S|Secondary|10000|Unknown|5|2|0
111944|F|S|Secondary|10000|Unknown|5|2|0
111945|M|D|Secondary|10000|Unknown|5|2|0
111946|F|D|Secondary|10000|Unknown|5|2|0
111947|M|W|Secondary|10000|Unknown|5|2|0
111948|F|W|Secondary|10000|Unknown|5|2|0
111949|M|U|Secondary|10000|Unknown|5|2|0
111950|F|U|Secondary|10000|Unknown|5|2|0
111951|M|M|College|10000|Unknown|5|2|0
111952|F|M|College|10000|Unknown|5|2|0
111953|M|S|College|10000|Unknown|5|2|0
111954|F|S|College|10000|Unknown|5|2|0
111955|M|D|College|10000|Unknown|5|2|0
111956|F|D|College|10000|Unknown|5|2|0
111957|M|W|College|10000|Unknown|5|2|0
111958|F|W|College|10000|Unknown|5|2|0
111959|M|U|College|10000|Unknown|5|2|0
111960|F|U|College|10000|Unknown|5|2|0
111961|M|M|2 yr Degree|10000|Unknown|5|2|0
111962|F|M|2 yr Degree|10000|Unknown|5|2|0
111963|M|S|2 yr Degree|10000|Unknown|5|2|0
111964|F|S|2 yr Degree|10000|Unknown|5|2|0
111965|M|D|2 yr Degree|10000|Unknown|5|2|0
111966|F|D|2 yr Degree|10000|Unknown|5|2|0
111967|M|W|2 yr Degree|10000|Unknown|5|2|0
111968|F|W|2 yr Degree|10000|Unknown|5|2|0
111969|M|U|2 yr Degree|10000|Unknown|5|2|0
111970|F|U|2 yr Degree|10000|Unknown|5|2|0
111971|M|M|4 yr Degree|10000|Unknown|5|2|0
111972|F|M|4 yr Degree|10000|Unknown|5|2|0
111973|M|S|4 yr Degree|10000|Unknown|5|2|0
111974|F|S|4 yr Degree|10000|Unknown|5|2|0
111975|M|D|4 yr Degree|10000|Unknown|5|2|0
111976|F|D|4 yr Degree|10000|Unknown|5|2|0
111977|M|W|4 yr Degree|10000|Unknown|5|2|0
111978|F|W|4 yr Degree|10000|Unknown|5|2|0
111979|M|U|4 yr Degree|10000|Unknown|5|2|0
111980|F|U|4 yr Degree|10000|Unknown|5|2|0
111981|M|M|Advanced Degree|10000|Unknown|5|2|0
111982|F|M|Advanced Degree|10000|Unknown|5|2|0
111983|M|S|Advanced Degree|10000|Unknown|5|2|0
111984|F|S|Advanced Degree|10000|Unknown|5|2|0
111985|M|D|Advanced Degree|10000|Unknown|5|2|0
111986|F|D|Advanced Degree|10000|Unknown|5|2|0
111987|M|W|Advanced Degree|10000|Unknown|5|2|0
111988|F|W|Advanced Degree|10000|Unknown|5|2|0
111989|M|U|Advanced Degree|10000|Unknown|5|2|0
111990|F|U|Advanced Degree|10000|Unknown|5|2|0
111991|M|M|Unknown|10000|Unknown|5|2|0
111992|F|M|Unknown|10000|Unknown|5|2|0
111993|M|S|Unknown|10000|Unknown|5|2|0
111994|F|S|Unknown|10000|Unknown|5|2|0
111995|M|D|Unknown|10000|Unknown|5|2|0
111996|F|D|Unknown|10000|Unknown|5|2|0
111997|M|W|Unknown|10000|Unknown|5|2|0
111998|F|W|Unknown|10000|Unknown|5|2|0
111999|M|U|Unknown|10000|Unknown|5|2|0
112000|F|U|Unknown|10000|Unknown|5|2|0
112001|M|M|Primary|500|Good|6|2|0
112002|F|M|Primary|500|Good|6|2|0
112003|M|S|Primary|500|Good|6|2|0
112004|F|S|Primary|500|Good|6|2|0
112005|M|D|Primary|500|Good|6|2|0
112006|F|D|Primary|500|Good|6|2|0
112007|M|W|Primary|500|Good|6|2|0
112008|F|W|Primary|500|Good|6|2|0
112009|M|U|Primary|500|Good|6|2|0
112010|F|U|Primary|500|Good|6|2|0
112011|M|M|Secondary|500|Good|6|2|0
112012|F|M|Secondary|500|Good|6|2|0
112013|M|S|Secondary|500|Good|6|2|0
112014|F|S|Secondary|500|Good|6|2|0
112015|M|D|Secondary|500|Good|6|2|0
112016|F|D|Secondary|500|Good|6|2|0
112017|M|W|Secondary|500|Good|6|2|0
112018|F|W|Secondary|500|Good|6|2|0
112019|M|U|Secondary|500|Good|6|2|0
112020|F|U|Secondary|500|Good|6|2|0
112021|M|M|College|500|Good|6|2|0
112022|F|M|College|500|Good|6|2|0
112023|M|S|College|500|Good|6|2|0
112024|F|S|College|500|Good|6|2|0
112025|M|D|College|500|Good|6|2|0
112026|F|D|College|500|Good|6|2|0
112027|M|W|College|500|Good|6|2|0
112028|F|W|College|500|Good|6|2|0
112029|M|U|College|500|Good|6|2|0
112030|F|U|College|500|Good|6|2|0
112031|M|M|2 yr Degree|500|Good|6|2|0
112032|F|M|2 yr Degree|500|Good|6|2|0
112033|M|S|2 yr Degree|500|Good|6|2|0
112034|F|S|2 yr Degree|500|Good|6|2|0
112035|M|D|2 yr Degree|500|Good|6|2|0
112036|F|D|2 yr Degree|500|Good|6|2|0
112037|M|W|2 yr Degree|500|Good|6|2|0
112038|F|W|2 yr Degree|500|Good|6|2|0
112039|M|U|2 yr Degree|500|Good|6|2|0
112040|F|U|2 yr Degree|500|Good|6|2|0
112041|M|M|4 yr Degree|500|Good|6|2|0
112042|F|M|4 yr Degree|500|Good|6|2|0
112043|M|S|4 yr Degree|500|Good|6|2|0
112044|F|S|4 yr Degree|500|Good|6|2|0
112045|M|D|4 yr Degree|500|Good|6|2|0
112046|F|D|4 yr Degree|500|Good|6|2|0
112047|M|W|4 yr Degree|500|Good|6|2|0
112048|F|W|4 yr Degree|500|Good|6|2|0
112049|M|U|4 yr Degree|500|Good|6|2|0
112050|F|U|4 yr Degree|500|Good|6|2|0
112051|M|M|Advanced Degree|500|Good|6|2|0
112052|F|M|Advanced Degree|500|Good|6|2|0
112053|M|S|Advanced Degree|500|Good|6|2|0
112054|F|S|Advanced Degree|500|Good|6|2|0
112055|M|D|Advanced Degree|500|Good|6|2|0
112056|F|D|Advanced Degree|500|Good|6|2|0
112057|M|W|Advanced Degree|500|Good|6|2|0
112058|F|W|Advanced Degree|500|Good|6|2|0
112059|M|U|Advanced Degree|500|Good|6|2|0
112060|F|U|Advanced Degree|500|Good|6|2|0
112061|M|M|Unknown|500|Good|6|2|0
112062|F|M|Unknown|500|Good|6|2|0
112063|M|S|Unknown|500|Good|6|2|0
112064|F|S|Unknown|500|Good|6|2|0
112065|M|D|Unknown|500|Good|6|2|0
112066|F|D|Unknown|500|Good|6|2|0
112067|M|W|Unknown|500|Good|6|2|0
112068|F|W|Unknown|500|Good|6|2|0
112069|M|U|Unknown|500|Good|6|2|0
112070|F|U|Unknown|500|Good|6|2|0
112071|M|M|Primary|1000|Good|6|2|0
112072|F|M|Primary|1000|Good|6|2|0
112073|M|S|Primary|1000|Good|6|2|0
112074|F|S|Primary|1000|Good|6|2|0
112075|M|D|Primary|1000|Good|6|2|0
112076|F|D|Primary|1000|Good|6|2|0
112077|M|W|Primary|1000|Good|6|2|0
112078|F|W|Primary|1000|Good|6|2|0
112079|M|U|Primary|1000|Good|6|2|0
112080|F|U|Primary|1000|Good|6|2|0
112081|M|M|Secondary|1000|Good|6|2|0
112082|F|M|Secondary|1000|Good|6|2|0
112083|M|S|Secondary|1000|Good|6|2|0
112084|F|S|Secondary|1000|Good|6|2|0
112085|M|D|Secondary|1000|Good|6|2|0
112086|F|D|Secondary|1000|Good|6|2|0
112087|M|W|Secondary|1000|Good|6|2|0
112088|F|W|Secondary|1000|Good|6|2|0
112089|M|U|Secondary|1000|Good|6|2|0
112090|F|U|Secondary|1000|Good|6|2|0
112091|M|M|College|1000|Good|6|2|0
112092|F|M|College|1000|Good|6|2|0
112093|M|S|College|1000|Good|6|2|0
112094|F|S|College|1000|Good|6|2|0
112095|M|D|College|1000|Good|6|2|0
112096|F|D|College|1000|Good|6|2|0
112097|M|W|College|1000|Good|6|2|0
112098|F|W|College|1000|Good|6|2|0
112099|M|U|College|1000|Good|6|2|0
112100|F|U|College|1000|Good|6|2|0
112101|M|M|2 yr Degree|1000|Good|6|2|0
112102|F|M|2 yr Degree|1000|Good|6|2|0
112103|M|S|2 yr Degree|1000|Good|6|2|0
112104|F|S|2 yr Degree|1000|Good|6|2|0
112105|M|D|2 yr Degree|1000|Good|6|2|0
112106|F|D|2 yr Degree|1000|Good|6|2|0
112107|M|W|2 yr Degree|1000|Good|6|2|0
112108|F|W|2 yr Degree|1000|Good|6|2|0
112109|M|U|2 yr Degree|1000|Good|6|2|0
112110|F|U|2 yr Degree|1000|Good|6|2|0
112111|M|M|4 yr Degree|1000|Good|6|2|0
112112|F|M|4 yr Degree|1000|Good|6|2|0
112113|M|S|4 yr Degree|1000|Good|6|2|0
112114|F|S|4 yr Degree|1000|Good|6|2|0
112115|M|D|4 yr Degree|1000|Good|6|2|0
112116|F|D|4 yr Degree|1000|Good|6|2|0
112117|M|W|4 yr Degree|1000|Good|6|2|0
112118|F|W|4 yr Degree|1000|Good|6|2|0
112119|M|U|4 yr Degree|1000|Good|6|2|0
112120|F|U|4 yr Degree|1000|Good|6|2|0
112121|M|M|Advanced Degree|1000|Good|6|2|0
112122|F|M|Advanced Degree|1000|Good|6|2|0
112123|M|S|Advanced Degree|1000|Good|6|2|0
112124|F|S|Advanced Degree|1000|Good|6|2|0
112125|M|D|Advanced Degree|1000|Good|6|2|0
112126|F|D|Advanced Degree|1000|Good|6|2|0
112127|M|W|Advanced Degree|1000|Good|6|2|0
112128|F|W|Advanced Degree|1000|Good|6|2|0
112129|M|U|Advanced Degree|1000|Good|6|2|0
112130|F|U|Advanced Degree|1000|Good|6|2|0
112131|M|M|Unknown|1000|Good|6|2|0
112132|F|M|Unknown|1000|Good|6|2|0
112133|M|S|Unknown|1000|Good|6|2|0
112134|F|S|Unknown|1000|Good|6|2|0
112135|M|D|Unknown|1000|Good|6|2|0
112136|F|D|Unknown|1000|Good|6|2|0
112137|M|W|Unknown|1000|Good|6|2|0
112138|F|W|Unknown|1000|Good|6|2|0
112139|M|U|Unknown|1000|Good|6|2|0
112140|F|U|Unknown|1000|Good|6|2|0
112141|M|M|Primary|1500|Good|6|2|0
112142|F|M|Primary|1500|Good|6|2|0
112143|M|S|Primary|1500|Good|6|2|0
112144|F|S|Primary|1500|Good|6|2|0
112145|M|D|Primary|1500|Good|6|2|0
112146|F|D|Primary|1500|Good|6|2|0
112147|M|W|Primary|1500|Good|6|2|0
112148|F|W|Primary|1500|Good|6|2|0
112149|M|U|Primary|1500|Good|6|2|0
112150|F|U|Primary|1500|Good|6|2|0
112151|M|M|Secondary|1500|Good|6|2|0
112152|F|M|Secondary|1500|Good|6|2|0
112153|M|S|Secondary|1500|Good|6|2|0
112154|F|S|Secondary|1500|Good|6|2|0
112155|M|D|Secondary|1500|Good|6|2|0
112156|F|D|Secondary|1500|Good|6|2|0
112157|M|W|Secondary|1500|Good|6|2|0
112158|F|W|Secondary|1500|Good|6|2|0
112159|M|U|Secondary|1500|Good|6|2|0
112160|F|U|Secondary|1500|Good|6|2|0
112161|M|M|College|1500|Good|6|2|0
112162|F|M|College|1500|Good|6|2|0
112163|M|S|College|1500|Good|6|2|0
112164|F|S|College|1500|Good|6|2|0
112165|M|D|College|1500|Good|6|2|0
112166|F|D|College|1500|Good|6|2|0
112167|M|W|College|1500|Good|6|2|0
112168|F|W|College|1500|Good|6|2|0
112169|M|U|College|1500|Good|6|2|0
112170|F|U|College|1500|Good|6|2|0
112171|M|M|2 yr Degree|1500|Good|6|2|0
112172|F|M|2 yr Degree|1500|Good|6|2|0
112173|M|S|2 yr Degree|1500|Good|6|2|0
112174|F|S|2 yr Degree|1500|Good|6|2|0
112175|M|D|2 yr Degree|1500|Good|6|2|0
112176|F|D|2 yr Degree|1500|Good|6|2|0
112177|M|W|2 yr Degree|1500|Good|6|2|0
112178|F|W|2 yr Degree|1500|Good|6|2|0
112179|M|U|2 yr Degree|1500|Good|6|2|0
112180|F|U|2 yr Degree|1500|Good|6|2|0
112181|M|M|4 yr Degree|1500|Good|6|2|0
112182|F|M|4 yr Degree|1500|Good|6|2|0
112183|M|S|4 yr Degree|1500|Good|6|2|0
112184|F|S|4 yr Degree|1500|Good|6|2|0
112185|M|D|4 yr Degree|1500|Good|6|2|0
112186|F|D|4 yr Degree|1500|Good|6|2|0
112187|M|W|4 yr Degree|1500|Good|6|2|0
112188|F|W|4 yr Degree|1500|Good|6|2|0
112189|M|U|4 yr Degree|1500|Good|6|2|0
112190|F|U|4 yr Degree|1500|Good|6|2|0
112191|M|M|Advanced Degree|1500|Good|6|2|0
112192|F|M|Advanced Degree|1500|Good|6|2|0
112193|M|S|Advanced Degree|1500|Good|6|2|0
112194|F|S|Advanced Degree|1500|Good|6|2|0
112195|M|D|Advanced Degree|1500|Good|6|2|0
112196|F|D|Advanced Degree|1500|Good|6|2|0
112197|M|W|Advanced Degree|1500|Good|6|2|0
112198|F|W|Advanced Degree|1500|Good|6|2|0
112199|M|U|Advanced Degree|1500|Good|6|2|0
112200|F|U|Advanced Degree|1500|Good|6|2|0
112201|M|M|Unknown|1500|Good|6|2|0
112202|F|M|Unknown|1500|Good|6|2|0
112203|M|S|Unknown|1500|Good|6|2|0
112204|F|S|Unknown|1500|Good|6|2|0
112205|M|D|Unknown|1500|Good|6|2|0
112206|F|D|Unknown|1500|Good|6|2|0
112207|M|W|Unknown|1500|Good|6|2|0
112208|F|W|Unknown|1500|Good|6|2|0
112209|M|U|Unknown|1500|Good|6|2|0
112210|F|U|Unknown|1500|Good|6|2|0
112211|M|M|Primary|2000|Good|6|2|0
112212|F|M|Primary|2000|Good|6|2|0
112213|M|S|Primary|2000|Good|6|2|0
112214|F|S|Primary|2000|Good|6|2|0
112215|M|D|Primary|2000|Good|6|2|0
112216|F|D|Primary|2000|Good|6|2|0
112217|M|W|Primary|2000|Good|6|2|0
112218|F|W|Primary|2000|Good|6|2|0
112219|M|U|Primary|2000|Good|6|2|0
112220|F|U|Primary|2000|Good|6|2|0
112221|M|M|Secondary|2000|Good|6|2|0
112222|F|M|Secondary|2000|Good|6|2|0
112223|M|S|Secondary|2000|Good|6|2|0
112224|F|S|Secondary|2000|Good|6|2|0
112225|M|D|Secondary|2000|Good|6|2|0
112226|F|D|Secondary|2000|Good|6|2|0
112227|M|W|Secondary|2000|Good|6|2|0
112228|F|W|Secondary|2000|Good|6|2|0
112229|M|U|Secondary|2000|Good|6|2|0
112230|F|U|Secondary|2000|Good|6|2|0
112231|M|M|College|2000|Good|6|2|0
112232|F|M|College|2000|Good|6|2|0
112233|M|S|College|2000|Good|6|2|0
112234|F|S|College|2000|Good|6|2|0
112235|M|D|College|2000|Good|6|2|0
112236|F|D|College|2000|Good|6|2|0
112237|M|W|College|2000|Good|6|2|0
112238|F|W|College|2000|Good|6|2|0
112239|M|U|College|2000|Good|6|2|0
112240|F|U|College|2000|Good|6|2|0
112241|M|M|2 yr Degree|2000|Good|6|2|0
112242|F|M|2 yr Degree|2000|Good|6|2|0
112243|M|S|2 yr Degree|2000|Good|6|2|0
112244|F|S|2 yr Degree|2000|Good|6|2|0
112245|M|D|2 yr Degree|2000|Good|6|2|0
112246|F|D|2 yr Degree|2000|Good|6|2|0
112247|M|W|2 yr Degree|2000|Good|6|2|0
112248|F|W|2 yr Degree|2000|Good|6|2|0
112249|M|U|2 yr Degree|2000|Good|6|2|0
112250|F|U|2 yr Degree|2000|Good|6|2|0
112251|M|M|4 yr Degree|2000|Good|6|2|0
112252|F|M|4 yr Degree|2000|Good|6|2|0
112253|M|S|4 yr Degree|2000|Good|6|2|0
112254|F|S|4 yr Degree|2000|Good|6|2|0
112255|M|D|4 yr Degree|2000|Good|6|2|0
112256|F|D|4 yr Degree|2000|Good|6|2|0
112257|M|W|4 yr Degree|2000|Good|6|2|0
112258|F|W|4 yr Degree|2000|Good|6|2|0
112259|M|U|4 yr Degree|2000|Good|6|2|0
112260|F|U|4 yr Degree|2000|Good|6|2|0
112261|M|M|Advanced Degree|2000|Good|6|2|0
112262|F|M|Advanced Degree|2000|Good|6|2|0
112263|M|S|Advanced Degree|2000|Good|6|2|0
112264|F|S|Advanced Degree|2000|Good|6|2|0
112265|M|D|Advanced Degree|2000|Good|6|2|0
112266|F|D|Advanced Degree|2000|Good|6|2|0
112267|M|W|Advanced Degree|2000|Good|6|2|0
112268|F|W|Advanced Degree|2000|Good|6|2|0
112269|M|U|Advanced Degree|2000|Good|6|2|0
112270|F|U|Advanced Degree|2000|Good|6|2|0
112271|M|M|Unknown|2000|Good|6|2|0
112272|F|M|Unknown|2000|Good|6|2|0
112273|M|S|Unknown|2000|Good|6|2|0
112274|F|S|Unknown|2000|Good|6|2|0
112275|M|D|Unknown|2000|Good|6|2|0
112276|F|D|Unknown|2000|Good|6|2|0
112277|M|W|Unknown|2000|Good|6|2|0
112278|F|W|Unknown|2000|Good|6|2|0
112279|M|U|Unknown|2000|Good|6|2|0
112280|F|U|Unknown|2000|Good|6|2|0
112281|M|M|Primary|2500|Good|6|2|0
112282|F|M|Primary|2500|Good|6|2|0
112283|M|S|Primary|2500|Good|6|2|0
112284|F|S|Primary|2500|Good|6|2|0
112285|M|D|Primary|2500|Good|6|2|0
112286|F|D|Primary|2500|Good|6|2|0
112287|M|W|Primary|2500|Good|6|2|0
112288|F|W|Primary|2500|Good|6|2|0
112289|M|U|Primary|2500|Good|6|2|0
112290|F|U|Primary|2500|Good|6|2|0
112291|M|M|Secondary|2500|Good|6|2|0
112292|F|M|Secondary|2500|Good|6|2|0
112293|M|S|Secondary|2500|Good|6|2|0
112294|F|S|Secondary|2500|Good|6|2|0
112295|M|D|Secondary|2500|Good|6|2|0
112296|F|D|Secondary|2500|Good|6|2|0
112297|M|W|Secondary|2500|Good|6|2|0
112298|F|W|Secondary|2500|Good|6|2|0
112299|M|U|Secondary|2500|Good|6|2|0
112300|F|U|Secondary|2500|Good|6|2|0
112301|M|M|College|2500|Good|6|2|0
112302|F|M|College|2500|Good|6|2|0
112303|M|S|College|2500|Good|6|2|0
112304|F|S|College|2500|Good|6|2|0
112305|M|D|College|2500|Good|6|2|0
112306|F|D|College|2500|Good|6|2|0
112307|M|W|College|2500|Good|6|2|0
112308|F|W|College|2500|Good|6|2|0
112309|M|U|College|2500|Good|6|2|0
112310|F|U|College|2500|Good|6|2|0
112311|M|M|2 yr Degree|2500|Good|6|2|0
112312|F|M|2 yr Degree|2500|Good|6|2|0
112313|M|S|2 yr Degree|2500|Good|6|2|0
112314|F|S|2 yr Degree|2500|Good|6|2|0
112315|M|D|2 yr Degree|2500|Good|6|2|0
112316|F|D|2 yr Degree|2500|Good|6|2|0
112317|M|W|2 yr Degree|2500|Good|6|2|0
112318|F|W|2 yr Degree|2500|Good|6|2|0
112319|M|U|2 yr Degree|2500|Good|6|2|0
112320|F|U|2 yr Degree|2500|Good|6|2|0
112321|M|M|4 yr Degree|2500|Good|6|2|0
112322|F|M|4 yr Degree|2500|Good|6|2|0
112323|M|S|4 yr Degree|2500|Good|6|2|0
112324|F|S|4 yr Degree|2500|Good|6|2|0
112325|M|D|4 yr Degree|2500|Good|6|2|0
112326|F|D|4 yr Degree|2500|Good|6|2|0
112327|M|W|4 yr Degree|2500|Good|6|2|0
112328|F|W|4 yr Degree|2500|Good|6|2|0
112329|M|U|4 yr Degree|2500|Good|6|2|0
112330|F|U|4 yr Degree|2500|Good|6|2|0
112331|M|M|Advanced Degree|2500|Good|6|2|0
112332|F|M|Advanced Degree|2500|Good|6|2|0
112333|M|S|Advanced Degree|2500|Good|6|2|0
112334|F|S|Advanced Degree|2500|Good|6|2|0
112335|M|D|Advanced Degree|2500|Good|6|2|0
112336|F|D|Advanced Degree|2500|Good|6|2|0
112337|M|W|Advanced Degree|2500|Good|6|2|0
112338|F|W|Advanced Degree|2500|Good|6|2|0
112339|M|U|Advanced Degree|2500|Good|6|2|0
112340|F|U|Advanced Degree|2500|Good|6|2|0
112341|M|M|Unknown|2500|Good|6|2|0
112342|F|M|Unknown|2500|Good|6|2|0
112343|M|S|Unknown|2500|Good|6|2|0
112344|F|S|Unknown|2500|Good|6|2|0
112345|M|D|Unknown|2500|Good|6|2|0
112346|F|D|Unknown|2500|Good|6|2|0
112347|M|W|Unknown|2500|Good|6|2|0
112348|F|W|Unknown|2500|Good|6|2|0
112349|M|U|Unknown|2500|Good|6|2|0
112350|F|U|Unknown|2500|Good|6|2|0
112351|M|M|Primary|3000|Good|6|2|0
112352|F|M|Primary|3000|Good|6|2|0
112353|M|S|Primary|3000|Good|6|2|0
112354|F|S|Primary|3000|Good|6|2|0
112355|M|D|Primary|3000|Good|6|2|0
112356|F|D|Primary|3000|Good|6|2|0
112357|M|W|Primary|3000|Good|6|2|0
112358|F|W|Primary|3000|Good|6|2|0
112359|M|U|Primary|3000|Good|6|2|0
112360|F|U|Primary|3000|Good|6|2|0
112361|M|M|Secondary|3000|Good|6|2|0
112362|F|M|Secondary|3000|Good|6|2|0
112363|M|S|Secondary|3000|Good|6|2|0
112364|F|S|Secondary|3000|Good|6|2|0
112365|M|D|Secondary|3000|Good|6|2|0
112366|F|D|Secondary|3000|Good|6|2|0
112367|M|W|Secondary|3000|Good|6|2|0
112368|F|W|Secondary|3000|Good|6|2|0
112369|M|U|Secondary|3000|Good|6|2|0
112370|F|U|Secondary|3000|Good|6|2|0
112371|M|M|College|3000|Good|6|2|0
112372|F|M|College|3000|Good|6|2|0
112373|M|S|College|3000|Good|6|2|0
112374|F|S|College|3000|Good|6|2|0
112375|M|D|College|3000|Good|6|2|0
112376|F|D|College|3000|Good|6|2|0
112377|M|W|College|3000|Good|6|2|0
112378|F|W|College|3000|Good|6|2|0
112379|M|U|College|3000|Good|6|2|0
112380|F|U|College|3000|Good|6|2|0
112381|M|M|2 yr Degree|3000|Good|6|2|0
112382|F|M|2 yr Degree|3000|Good|6|2|0
112383|M|S|2 yr Degree|3000|Good|6|2|0
112384|F|S|2 yr Degree|3000|Good|6|2|0
112385|M|D|2 yr Degree|3000|Good|6|2|0
112386|F|D|2 yr Degree|3000|Good|6|2|0
112387|M|W|2 yr Degree|3000|Good|6|2|0
112388|F|W|2 yr Degree|3000|Good|6|2|0
112389|M|U|2 yr Degree|3000|Good|6|2|0
112390|F|U|2 yr Degree|3000|Good|6|2|0
112391|M|M|4 yr Degree|3000|Good|6|2|0
112392|F|M|4 yr Degree|3000|Good|6|2|0
112393|M|S|4 yr Degree|3000|Good|6|2|0
112394|F|S|4 yr Degree|3000|Good|6|2|0
112395|M|D|4 yr Degree|3000|Good|6|2|0
112396|F|D|4 yr Degree|3000|Good|6|2|0
112397|M|W|4 yr Degree|3000|Good|6|2|0
112398|F|W|4 yr Degree|3000|Good|6|2|0
112399|M|U|4 yr Degree|3000|Good|6|2|0
112400|F|U|4 yr Degree|3000|Good|6|2|0
112401|M|M|Advanced Degree|3000|Good|6|2|0
112402|F|M|Advanced Degree|3000|Good|6|2|0
112403|M|S|Advanced Degree|3000|Good|6|2|0
112404|F|S|Advanced Degree|3000|Good|6|2|0
112405|M|D|Advanced Degree|3000|Good|6|2|0
112406|F|D|Advanced Degree|3000|Good|6|2|0
112407|M|W|Advanced Degree|3000|Good|6|2|0
112408|F|W|Advanced Degree|3000|Good|6|2|0
112409|M|U|Advanced Degree|3000|Good|6|2|0
112410|F|U|Advanced Degree|3000|Good|6|2|0
112411|M|M|Unknown|3000|Good|6|2|0
112412|F|M|Unknown|3000|Good|6|2|0
112413|M|S|Unknown|3000|Good|6|2|0
