wr_returned_date_sk|wr_returned_time_sk|wr_item_sk|wr_refunded_customer_sk|wr_refunded_cdemo_sk|wr_refunded_hdemo_sk|wr_refunded_addr_sk|wr_returning_customer_sk|wr_returning_cdemo_sk|wr_returning_hdemo_sk|wr_returning_addr_sk|wr_web_page_sk|wr_reason_sk|wr_order_number|wr_return_quantity|wr_return_amt|wr_return_tax|wr_return_amt_inc_tax|wr_fee|wr_return_ship_cost|wr_refunded_cash|wr_reversed_charge|wr_account_credit|wr_net_loss
2451427|76474|1196|359|32153|2874|1508|359|32153|2874|1508|4|1|3303|3|83.61|0.00|83.61|5.70|10.56|81.93|1.52|0.16|16.26
2452294|39720|1751|2343|27149|6035|2281|2343|27149|6035|2281|5|3|3304|22|1279.96|102.39|1382.35|43.63|771.98|985.56|132.48|161.92|918.00
2452406|69319|1053|292|105346|4800|901|292|105346|4800|901|6|2|3305|16|1257.92|100.63|1358.55|70.17|789.92|301.90|745.69|210.33|960.72
2452450|43835|1121|458|650|6875|1707|458|650|6875|1707|3|3|3307|11|481.36|38.50|519.86|20.45|272.69|110.71|177.91|192.74|331.64
2452437|56097|349|1162|118784|4213|4362|1162|118784|4213|4362|3|1|3307|15|1317.75|0.00|1317.75|75.67|217.05|764.29|154.96|398.50|292.72
2451758|67320|1408|1119|69204|1896|2061|1119|69204|1896|2061|4|1|3309|12|1071.96|75.03|1146.99|90.07|714.60|739.65|6.64|325.67|879.70
2452748|68056|1359|688|25691|1894|1144|688|25691|1894|1144|6|3|3311|19|137.18|1.37|138.55|14.18|33.63|16.46|54.32|66.40|49.18
2452603|32158|223|4872|156861|7010|3679|4872|156861|7010|3679|1|3|3312|14|756.00|7.56|763.56|57.36|371.42|393.12|112.49|250.39|436.34
2452072|22041|1217|3269|5149|116|916|3269|5149|116|916|5|2|3313|19|22.99|1.60|24.59|87.44|72.01|12.18|5.40|5.41|161.05
2452162|58566|410|3244|30053|2415|4024|3244|30053|2415|4024|2|1|3313|1|33.32|2.99|36.31|6.64|14.81|24.99|3.74|4.59|24.44
2451159||1520|5997|38609||||38609|||||3314|22|857.34|25.72|883.06|36.98|||||390.06
2452056|77846|271|8613|118924|6595|4833|8613|118924|6595|4833|3|1|3315|5|1.80|0.10|1.90|13.21|9.20|0.64|0.96|0.20|22.51
2452008|48816|883|1541|149993|718|2483|1541|149993|718|2483|5|2|3315|28|1328.32|66.41|1394.73|45.79|0.00|810.27|435.16|82.89|112.20
2451618|75395|505|4946|67669|2839|3609|4946|67669|2839|3609|4|3|3316|36|117.00|2.34|119.34|5.56|279.00|25.74|39.24|52.02|286.90
2452916|40184|1305|9900|183471|5282|773|9900|183471|5282|773|3|2|3318|32|1796.16|0.00|1796.16|89.38|363.52|449.04|619.67|727.45|452.90
|42779|973||27751|||7924||3305|||1|3318|50||302.60|||667.50|2193.85|444.82|1143.83|
2452082|78358|1706|9254|182721|4141|4208|9254|182721|4141|4208|2|1|3319|1|8.79|0.08|8.87|42.95|15.83|6.94|0.48|1.37|58.86
2451304|34909|1306|1331|154780|7109|4398|1331|154780|7109|4398|4|3|3320|47|642.49|32.12|674.61|92.85|420.18|160.62|173.47|308.40|545.15
2451942|31878|1136|6366|22410|6247|811|6366|22410|6247|811|1|2|3321|62|184.76|1.84|186.60|82.57|77.50|49.88|99.81|35.07|161.91
2452813|43881|1275|2471|101454|6277|3580|2471|101454|6277|3580|3|1|3322|12|2011.80|160.94|2172.74|1.22|792.48|100.59|1070.27|840.94|954.64
2452820|57960|372|6580|127701|5062|4703|6580|127701|5062|4703|3|3|3322|40|3742.40|37.42|3779.82|67.77|336.40|0.00|2806.80|935.60|441.59
2452736|22673|1725|2340|28688|2691|581|2340|28688|2691|581|3|2|3322|25|2043.75|102.18|2145.93|62.03|955.50|102.18|232.98|1708.59|1119.71
2451950|14924|1367|2354|70883|4259|2035|2354|70883|4259|2035|5|2|3323|63|1870.47|168.34|2038.81|72.23|1151.01|1758.24|80.80|31.43|1391.58
2451798||919|542|179728||1573|542|179728|4147|1573|||3323|3|667.92|20.03||42.42|129.03|380.71||235.52|
2452232||829||||2947|||5341||||3325||915.95||943.42||193.48||14.65||
2452426|63267|791|8313|95856|4966|3869|8313|95856|4966|3869|1|3|3325|35|584.85|29.24|614.09|44.79|847.00|40.93|473.21|70.71|921.03
2452263|49581|819|2561|53192|4143|2534|2561|53192|4143|2534|1|1|3325|15|28.35|2.55|30.90|2.56|85.05|5.38|17.22|5.75|90.16
2451834|74397|1768|2941|10674|5607|4893|2941|10674|5607|4893|1|3|3326|22|2647.26|52.94|2700.20|75.43|1193.94|1720.71|305.76|620.79|1322.31
2452438|641|1219|2980|82139|2545|3351|2980|82139|2545|3351|1|2|3327|15|98.25|3.93|102.18|66.54|29.40|18.66|15.12|64.47|99.87
2452485|79403|201|1142|173169|1483|3277|1142|173169|1483|3277|1|2|3328|7|233.03|20.97|254.00|77.46|127.61|67.57|49.63|115.83|226.04
2452304|26559|1589|3623|94575|1447|2159|3623|94575|1447|2159|3|1|3328|7|91.63|0.91|92.54|75.82|143.99|33.90|34.06|23.67|220.72
2452929|67647|895|4121|155230|866|4215|4121|155230|866|4215|1|3|3329|16|1031.04|30.93|1061.97|53.81|1103.04|618.62|263.94|148.48|1187.78
2452733|25957|1341|2017|109355|933|3191|2017|109355|933|3191|1|3|3329|78|1789.32|107.35|1896.67|97.33|2411.76|411.54|454.66|923.12|2616.44
||275||||190|8059|117305||||1|3330||5401.55|108.03|5509.58|56.77|1662.10||0.00|0.00|
2452286|44341|1775|6885|76379|2113|2127|6885|76379|2113|2127|1|1|3330|69|5106.00|153.18|5259.18|62.01|1384.83|3114.66|776.62|1214.72|1600.02
2452946|47549|1771|5096|155717|545|893|5096|155717|545|893|6|2|3331|7|605.43|54.48|659.91|75.45|209.51|151.35|313.31|140.77|339.44
2452845|46413|457|9605|43563|1808|1133|9605|43563|1808|1133|3|1|3331|31|2856.65|142.83|2999.48|9.64|1028.27|399.93|49.13|2407.59|1180.74
2452649|57105|30|3344|96215|5519|1783|3344|96215|5519|1783|6|2|3331|58|2146.58|171.72|2318.30|21.52|1321.24|665.43|740.57|740.58|1514.48
2452718|48511|49|3649|105245|1161|2317|3649|105245|1161|2317|3|2|3331|16|241.28|0.00|241.28|32.07|271.52|205.08|10.13|26.07|303.59
2451671|76337|1067|4391|38218|6718|2505|4391|38218|6718|2505|2|3|3332|16|397.60|27.83|425.43|59.63|194.72|282.29|64.57|50.74|282.18
2451407|52275|1294|43|35428|960|3012|43|35428|960|3012|1|3|3333|20|1377.00|68.85|1445.85|2.05|1063.00|275.40|473.68|627.92|1133.90
2451517|68422|908|2034|120131|5428|2525|2034|120131|5428|2525|1|1|3333|22|298.76|17.92|316.68|82.66|28.60|194.19|57.51|47.06|129.18
2451648|61837|1387|2161|36813|6872|851|2161|36813|6872|851|4|3|3334|1|22.50|0.22|22.72|53.30|2.66|9.22|1.19|12.09|56.18
2451655|58797|148|3169|133881|833|3265|3169|133881|833|3265|1|1|3334|13|163.02|13.04|176.06|75.83|105.04|102.70|53.68|6.64|193.91
2451494|48910|1190|7958|76427|7169|1798|7958|76427|7169|1798|1|1|3334|22|3369.52|101.08|3470.60|23.83|1376.32|2864.09|459.94|45.49|1501.23
2451312|61396|1471|3512|28729|3866|1643|3512|28729|3866|1643|4|3|3335|13|2857.01|257.13|3114.14|79.73|1327.43|914.24|1612.49|330.28|1664.29
2451644|36450|1744|5723|89319|4308|3424|5723|89319|4308|3424|4|2|3336|24|1575.84|0.00|1575.84|17.70|1013.04|913.98|403.73|258.13|1030.74
2451815|41771|50|221|88310|5519|4521|221|88310|5519|4521|2|2|3336|24|2373.60|71.20|2444.80|49.36|1528.56|1329.21|31.33|1013.06|1649.12
2451735|70029|1312|7585|15626|5234|3835|7585|15626|5234|3835|1|3|3336|1|55.31|2.21|57.52|18.52|6.50|35.39|19.52|0.40|27.23
2452483|74092|1605|5277|50034|5031|108|5277|50034|5031|108|5|3|3338|13|1005.68|0.00|1005.68|46.10|247.78|251.42|196.10|558.16|293.88
2451513|44731|619|7680|35693|346|1079|7680|35693|346|1079|1|3|3340|4|146.36|1.46|147.82|39.29|193.44|89.27|52.52|4.57|234.19
2451435|63092|1576|3169|2161|5826|1978|3169|2161|5826|1978|1|1|3340|1|90.92|2.72|93.64|93.01|36.36|50.91|6.40|33.61|132.09
2451400|5673|784|4110|2054|2329|644|4110|2054|2329|644|2|3|3340|30|1104.30|33.12|1137.42|94.91|463.80|44.17|328.64|731.49|591.83
2452387|34318|93|3616|32488|7040|552|3616|32488|7040|552|5|1|3341|15|276.75|0.00|276.75|43.76|141.75|33.21|46.27|197.27|185.51
2452117|74567|1629|3307|558|5522|1606|3307|558|5522|1606|5|3|3341|2|103.08|4.12|107.20|11.36|34.36|55.66|18.49|28.93|49.84
2452433|70917|607|5962|172434|4859|1331|5962|172434|4859|1331|1|2|3342|30|2273.10|45.46|2318.56|47.88|1092.90|591.00|285.95|1396.15|1186.24
2452271|79218|1573|7523|67782|6761|4180|7523|67782|6761|4180|1|1|3342|22|937.86|37.51|975.37|44.13|535.92|487.68|310.62|139.56|617.56
2452340|31516|181|5816|187718|3460|1082|5816|187718|3460|1082|3|1|3342|10|1143.30|102.89|1246.19|93.91|543.70|114.33|72.02|956.95|740.50
2452475||753|4816|||2050|4816|||2050|||3342|||29.16|758.24||83.16|102.07|238.26||118.34
2452478|27374|1105|3740|149782|577|1219|3740|149782|577|1219|5|1|3342|15|543.90|10.87|554.77|36.31|312.00|255.63|282.50|5.77|359.18
2451343|23983|1354|8325|85525|6829|3053|8325|85525|6829|3053|1|2|3343|35|1295.70|103.65|1399.35|19.40|0.00|945.86|48.97|300.87|123.05
2451452|64389|709|232|44561|3850|3059|232|44561|3850|3059|4|3|3343|22|309.10|15.45|324.55|65.04|255.42|98.91|172.35|37.84|335.91
2451286|73074|1472|2371|97811|3411|131|2371|97811|3411|131|2|2|3344|55|6554.90|524.39|7079.29|96.25|418.00|327.74|4109.92|2117.24|1038.64
2451271|45651|1186|4308|69774|1353|3652|4308|69774|1353|3652|4|2|3345|12|677.28|20.31|697.59|6.35|246.24|155.77|234.67|286.84|272.90
2452400|75684|709|3826|106425|73|841|3826|106425|73|841|1|2|3347|11|82.39|0.82|83.21|32.53|133.10|23.06|1.18|58.15|166.45
2452738|65797|873|9910|179901|4212|4163|9910|179901|4212|4163|6|2|3348|22|1459.48|0.00|1459.48|37.38|886.16|1036.23|321.67|101.58|923.54
2452482|66444|699|1844|51204||324||51204|4564||1||3349|||79.41|||||260.17||600.56
2451687|26636|613|7508|97724|2947|1443|7508|97724|2947|1443|2|2|3350|21|325.92|19.55|345.47|81.26|258.30|32.59|219.99|73.34|359.11
2451864|75231|1763|3755|147868|1987|3506|3755|147868|1987|3506|1|3|3350|16|1454.24|0.00|1454.24|98.59|230.72|828.91|575.30|50.03|329.31
2451916|36465|1442|3755|147868|1987|3506|3755|147868|1987|3506|5|2|3350|34|2789.02|223.12|3012.14|34.68|752.76|2203.32|29.28|556.42|1010.56
2451972|22945|613|6858|24635|7052|4949|6858|24635|7052|4949|1|2|3351|25|153.00|10.71|163.71|4.87|175.75|38.25|33.27|81.48|191.33
2452067|82484|1417|246|34672|4091|3790|246|34672|4091|3790|2|1|3351|72|560.16|33.60|593.76|51.79|355.68|425.72|6.72|127.72|441.07
2451259|63847|55|4317|93281|6165|689|4317|93281|6165|689|2|1|3352|62|10803.50|972.31|11775.81|76.40|5686.02|2052.66|5775.55|2975.29|6734.73
2452161|18899|145|9747|180819|4818|2730|9747|180819|4818|2730|5|1|3354|65|2156.70|86.26|2242.96|55.02|1403.35|1552.82|36.23|567.65|1544.63
2451224|49389|544|3399|172463|4087|431|3399|172463|4087|431|2|3|3355|26|1802.58|18.02|1820.60|54.75|630.76|1766.52|32.81|3.25|703.53
2451392|46743|1556|6419|1923|4754|3898|6419|1923|4754|3898|2|1|3355|27|1910.52|0.00|1910.52|26.83|775.98|1719.46|9.55|181.51|802.81
2451147|43096|1520|5169|116736|943|830|5169|116736|943|830|4|3|3360|55|358.05|14.32|372.37|43.06|107.25|343.72|10.31|4.02|164.63
2452527|31613|1191|5041|71543|3278|1773|5041|71543|3278|1773|1|3|3363|23|561.66|22.46|584.12|92.86|1644.96|421.24|131.99|8.43|1760.28
|72277|808|||||2026||6885||||3364|||47.83|731.23|89.35|||352.09|30.62|527.63
2451212|53572|1306|7150|91153|1796|1166|7150|91153|1796|1166|4|1|3364|10|190.30|17.12|207.42|43.02|35.60|106.56|46.89|36.85|95.74
2451640|19527|1154|5466|20890|4187|4124|5466|20890|4187|4124|4|2|3367|52|3957.20|356.14|4313.34|32.50|1978.60|118.71|1765.70|2072.79|2367.24
2451814|64896|1531|6724|73872|653|1194|6724|73872|653|1194|1|3|3368|38|298.68|11.94|310.62|88.44|24.70|224.01|19.41|55.26|125.08
2451986|72076|1130|5898|33122|186|2283|5898|33122|186|2283|5|1|3368|26|726.70|65.40|792.10|95.17|866.32|152.60|442.05|132.05|1026.89
2451928|67612|524|6901|138949|1717|1125|6901|138949|1717|1125|5|3|3368|47|674.92|40.49|715.41|62.44|107.63|465.69|58.58|150.65|210.56
2451589|51532|1226|1600|126425|3857|3762|1600|126425|3857|3762|2|2|3369|3|64.86|0.64|65.50|2.10|2.43|25.29|8.30|31.27|5.17
2451637|38626|217|6181|147922|303|811|6181|147922|303|811|2|2|3369|50|7389.00|221.67|7610.67|93.50|1526.00|5246.19|1092.83|1049.98|1841.17
2451519|68143|164|4083|17061|5239|217|4083|17061|5239|217|2|2|3369|13|584.74|29.23|613.97|26.96|1461.85|29.23|244.42|311.09|1518.04
2452001|37749|1214|5698|6135|2572|2409|5698|6135|2572|2409|2|2|3370|12|250.08|12.50|262.58|59.22|84.12|247.57|2.45|0.06|155.84
2452048|27470|809|7373|136078|4143|2975|7373|136078|4143|2975|1|2|3370|28|451.92|27.11|479.03|57.69|183.12|280.19|121.92|49.81|267.92
2451425|28798|991|1469|91823|5137|2971|1469|91823|5137|2971|2|2|3371|13|806.65|0.00|806.65|63.38|366.60|40.33|199.24|567.08|429.98
2452296|32990|1371|6918|12376|2041|2379|6918|12376|2041|2379|3|3|3372|61|1168.76|35.06|1203.82|67.42|353.19|1040.19|118.28|10.29|455.67
2452321|56517|1451|7676|77958|1233|3235|7676|77958|1233|3235|1|3|3372|61|147.62|10.33|157.95|69.98|1062.01|48.71|42.53|56.38|1142.32
2452849|72592|121|3169|91722|4657|3552|3169|91722|4657|3552|3|2|3373|28|2038.12|142.66|2180.78|57.98|967.96|1671.25|110.06|256.81|1168.60
2452927|2322|391|4348|31886|1744|1642|4348|31886|1744|1642|1|3|3373|10|578.70|11.57|590.27|85.51|154.30|86.80|452.54|39.36|251.38
2452856|29890|13|9580|172431|3842|4620|9580|172431|3842|4620|6|2|3373|10|983.80|68.86|1052.66|91.75|355.80|550.92|242.41|190.47|516.41
2452812|40147|543|8342|80518|4581|1877|8342|80518|4581|1877|6|1|3373|38|411.16|32.89|444.05|13.39|221.54|37.00|333.00|41.16|267.82
2451478|84847|520|3411|128497|336|3822|3411|128497|336|3822|1|1|3376|10|942.10|84.78|1026.88|58.57|77.20|678.31|195.20|68.59|220.55
2451333|60563|631|7|60201|7148|3742|7|60201|7148|3742|2|2|3379|2|34.28|1.02|35.30|59.40|4.60|2.74|4.10|27.44|65.02
||422|9826|74615||||74615|6091||4|3|3379||616.32|36.97||16.72|545.12||279.56|65.58|598.81
2451169|16244|554|3464|92002|1293|984|3464|92002|1293|984|4|3|3381|52|3421.08|136.84|3557.92|96.52|2067.00|1984.22|502.90|933.96|2300.36
2452445|76146|156|6831|156489|1474|1219|6831|156489|1474|1219|1|2|3383|27|1987.47|19.87|2007.34|40.41|1005.21|1729.09|62.01|196.37|1065.49
2452663|32388|913|3371|120335|5779|2383|3371|120335|5779|2383|1|2|3387|12|2672.52|133.62|2806.14|71.78|377.88|1122.45|356.51|1193.56|583.28
2452595|30340|237|7966|67193|4020|94|7966|67193|4020|94|3|1|3387|2|43.06|1.72|44.78|26.90|30.76|38.75|4.09|0.22|59.38
2451961|64754|461|8146|141243|2500|1877|8146|141243|2500|1877|5|2|3392|29|398.17|15.92|414.09|13.62|483.72|59.72|145.53|192.92|513.26
2452019|45663|487|6829|55261|6653|3365|6829|55261|6653|3365|5|2|3392|9|581.94|46.55|628.49|93.93|383.58|174.58|293.29|114.07|524.06
2451464|70943|1501|7901|45685|6909|166|7901|45685|6909|166|4|2|3394|7|13.65|0.68|14.33|39.76|29.54|12.69|0.68|0.28|69.98
2452197|59854|1085|5434|104584|981|4778|5434|104584|981|4778|1|3|3396|40|6748.00|607.32|7355.32|59.45|4559.60|6343.12|178.14|226.74|5226.37
2452686|74433|1368|2274|||1897|||807||||3397||||||43.60||||
2452701|81800|919|7692|76262|159|569|7692|76262|159|569|3|1|3397|36|3137.40|156.87|3294.27|64.17|1361.52|2447.17|538.37|151.86|1582.56
2452806|45889|1176|8057|105469|2161|13|8057|105469|2161|13|3|3|3397|15|1700.70|85.03|1785.73|26.66|204.00|544.22|925.18|231.30|315.69
2452175|57816|1705|9272|144095|5845|3108|9272|144095|5845|3108|1|1|3401|13|288.60|5.77|294.37|15.70|1049.49|77.92|179.07|31.61|1070.96
2452240|18432|707|4563|43176|4829|3162|4563|43176|4829|3162|5|3|3401|51|0.00|0.00|0.00|83.56|546.72|0.00|0.00|0.00|630.28
2452028|44652|1795|6102|165421|4867|4226|6102|165421|4867|4226|3|3|3403|17|684.08|6.84|690.92|8.86|1070.83|547.26|94.40|42.42|1086.53
2452318|56161|767|4033|88993|6753|2313|4033|88993|6753|2313|1|2|3403|31|1968.81|137.81|2106.62|70.93|725.09|1791.61|108.09|69.11|933.83
2452680|48289|966|2773|179478|456|1074|2773|179478|456|1074|6|2|3404|18|546.84|27.34|574.18|67.56|1608.84|377.31|154.27|15.26|1703.74
|81257|873||||1968|4301|106870|||||3404|16|1398.08|13.98|1412.06|99.50||1048.56|104.85||
2451101|64903|1540|3006|38326|286|2726|3006|38326|286|2726|2|3|3406|45|1762.65|158.63|1921.28|35.42|506.25|52.87|718.10|991.68|700.30
2451090|55931|1477|9165|46875|6712|2662|9165|46875|6712|2662|2|2|3406|25|506.50|15.19|521.69|48.67|303.75|465.98|5.26|35.26|367.61
2451195|76305|166|9036|61400|4846|4972|9036|61400|4846|4972|2|3|3406|37|21.09|0.42|21.51|91.85|1044.14|8.01|6.27|6.81|1136.41
2451047|54983|934|1596|64713|5830|3147|1596|64713|5830|3147|2|3|3406|52|6326.32|0.00|6326.32|30.61|2883.92|759.15|2505.22|3061.95|2914.53
2452326|63059|811|416|38727|2125|4756|416|38727|2125|4756|3|3|3407|41|874.53|0.00|874.53|30.22|264.45|795.82|44.07|34.64|294.67
2452613||648|3373|37058|1383||3373|37058|||||3409||||10950.57|98.34|1162.80|||696.22|2165.31
2452805|59853|1293|1048|188068|5408|1588|1048|188068|5408|1588|6|2|3412|3|188.19|13.17|201.36|43.53|8.40|82.80|81.15|24.24|65.10
2452630|28145|919|1225|94911|6117|316|1225|94911|6117|316|1|1|3412|26|2734.68|54.69|2789.37|48.04|1750.06|2406.51|108.29|219.88|1852.79
2451950|73870|1172|5414|38439|3224|3529|5414|38439|3224|3529|5|2|3413|29|42.63|2.13|44.76|57.53|33.93|14.92|16.07|11.64|93.59
2451789|62545|1639|5005|50677|4622|2054|5005|50677|4622|2054|4|3|3414|6|82.80|5.79|88.59|70.73|14.40|65.41|10.95|6.44|90.92
2451736|44611|1327|9306|145044|3342|4560|9306|145044|3342|4560|4|2|3415|4|54.00|3.24|57.24|75.91|18.32|14.58|17.73|21.69|97.47
2451599|72153|1658|719|104253|5020|2794|719|104253|5020|2794|4|2|3415|7|267.75|13.38|281.13|78.51|24.99|262.39|0.48|4.88|116.88
2451692|40300|506|3800|146182|2917|4299|3800|146182|2917|4299|2|3|3415|55|1208.90|60.44|1269.34|60.22|101.75|471.47|508.82|228.61|222.41
2451668|36228|1690|7980|8140|4700|260|7980|8140|4700|260|2|2|3416|1|39.40|3.54|42.94|66.58|16.49|1.18|4.58|33.64|86.61
2452042|69536|1495|993|4278|5083|728|993|4278|5083|728|2|1|3417|23|787.98|15.75|803.73|53.33|186.53|496.42|113.70|177.86|255.61
2451281|71229|1184|8185|164928|358|3668|8185|164928|358|3668|2|1|3420|6|40.02|1.20|41.22|11.72|53.82|23.61|4.26|12.15|66.74
2452640|76403|1653|7172|142425|2558|4204|7172|142425|2558|4204|6|2|3421|30|2956.80|0.00|2956.80|25.11|1913.10|354.81|650.49|1951.50|1938.21
2452015|66597|917|732|94695|2672|1889|732|94695|2672|1889|3|1|3423|12|356.76|17.83|374.59|95.08|388.44|292.54|48.16|16.06|501.35
2451787|71566|272|7209|5424|1959|2134|7209|5424|1959|2134|1|1|3425|10|501.20|45.10|546.30|99.69|416.10|400.96|66.15|34.09|560.89
||911|2082||1881||2082|114805|1881||2|1|3425||774.15||||583.60|565.12||85.71|
2452090|43181|875|7148|168161|5207|2260|7148|168161|5207|2260|5|3|3426|6|560.76|22.43|583.19|59.62|6.42|67.29|88.82|404.65|88.47
2452246|65032|757|3340|157082|4311|420|3340|157082|4311|420|5|3|3427|65|5.20|0.15|5.35|60.26|200.20|3.90|0.09|1.21|260.61
||1386||180112|4300|3001||180112|4300|||2|3429||||4614.43|6.45|||||
2451245|38574|1195|2076|144408|6147|3159|2076|144408|6147|3159|4|3|3431|50|482.50|14.47|496.97|21.42|206.50|159.22|229.52|93.76|242.39
2452169||437||61946|||8366|||||2|3432||22.12||23.44|40.29|37.21||6.17||
2451323|49423|1243|7321|4338|6602|4866|7321|4338|6602|4866|4|3|3435|31|487.94|43.91|531.85|88.69|950.46|87.82|284.08|116.04|1083.06
2451134|34105|494|8238|45947|136|2285|8238|45947|136|2285|4|3|3435|39|1303.77|39.11|1342.88|20.29|521.43|0.00|717.07|586.70|580.83
2451138|3397|1294|1766|32626|173|353|1766|32626|173|353|4|1|3435|23|3781.43|151.25|3932.68|17.50|451.95|1626.01|2112.31|43.11|620.70
2451217|80024|115|762|173839|5316|3993|762|173839|5316|3993|2|2|3436|14|542.50|32.55|575.05|54.67|693.14|200.72|157.21|184.57|780.36
2452663|49395|288|4728|154301|6947|1633|4728|154301|6947|1633|1|3|3437|44|363.00|29.04|392.04|88.50|153.12|261.36|15.24|86.40|270.66
2452673|52034|672|7829|41894|3832|57|7829|41894|3832|57|3|1|3437|11|69.30|5.54|74.84|84.89|87.12|40.19|1.74|27.37|177.55
||1089|7361||3853|3899|||||||3437|50|2608.50|26.08|2634.58|31.05|295.50||273.89|821.68|
2452689|8052|1611|6491|29657|2663|302|6491|29657|2663|302|6|1|3440|16|1044.96|52.24|1097.20|10.28|767.36|710.57|133.75|200.64|829.88
2452078|62285|937|2864|72327|2270|3420|2864|72327|2270|3420|1|1|3441|72|4088.16|327.05|4415.21|94.76|5451.12|940.27|2518.31|629.58|5872.93
2452086|72548|1765|1359|1639|3359|712|1359|1639|3359|712|5|2|3441|6|70.74|2.12|72.86|10.60|34.14|9.19|16.00|45.55|46.86
2452085|50165|495|1364|89374|2504|3074|1364|89374|2504|3074|5|2|3441|52|406.12|20.30|426.42|72.14|1364.48|365.50|22.74|17.88|1456.92
2452087|43744|1723|2476|73470|1537|4091|2476|73470|1537|4091|5|2|3441|3|82.59|0.00|82.59|3.28|12.48|9.91|42.15|30.53|15.76
2452311||951|||4478|||55657|||||3443||131.88|7.91|139.79||||12.10|55.16|
2452183|61608|219|5799|117632|6345|2618|5799|117632|6345|2618|1|3|3443|66|857.34|77.16|934.50|4.33|32.34|282.92|396.34|178.08|113.83
2452654|28614|126|9435|159655|5955|2015|9435|159655|5955|2015|3|1|3445|2|46.00|3.68|49.68|88.88|20.18|16.10|1.49|28.41|112.74
2451850|11632|1265|1359|175882|3412|3862|1359|175882|3412|3862|5|2|3446|15|172.95|3.45|176.40|8.37|478.95|70.90|1.02|101.03|490.77
2452103|75341|907|4619|32142|3345|908|4619|32142|3345|908|5|1|3447|33|568.26|11.36|579.62|89.99|311.19|363.68|171.84|32.74|412.54
2452136|41747|1207|6139|81392|1525|3818|6139|81392|1525|3818|1|3|3447|76|2629.60|105.18|2734.78|76.24|131.48|1288.50|254.80|1086.30|312.90
2452207|33993|859|3524|19696|7035|1214|3524|19696|7035|1214|5|3|3447|1|120.75|8.45|129.20|99.62|55.12|71.24|0.99|48.52|163.19
2452054|49813|349|4647|124631|5142|1613|4647|124631|5142|1613|1|3|3448|2|15.96|0.47|16.43|32.50|20.88|13.56|1.34|1.06|53.85
2451982|73633|19|9284|110950|4903|2889|9284|110950|4903|2889|5|3|3448|1|6.62|0.26|6.88|74.60|10.04|1.05|1.05|4.52|84.90
2451932|73270|251|3653|70946|319|2852|3653|70946|319|2852|5|3|3449|26|1337.18|106.97|1444.15|88.11|1193.92|1283.69|0.53|52.96|1389.00
2451658|68139|376|5567|121892|5690|3575|5567|121892|5690|3575|4|3|3450|41|1558.82|46.76|1605.58|85.64|1215.65|1215.87|339.52|3.43|1348.05
2452822|69079|207|9263|58337|258|3132|9263|58337|258|3132|1|2|3452|7|791.91|15.83|807.74|57.87|349.09|348.44|124.17|319.30|422.79
2452746|66303|360|8100|161985|6143|3941|8100|161985|6143|3941|6|2|3452|31|81.84|6.54|88.38|62.31|456.01|3.27|14.14|64.43|524.86
2452369|9032|235|5565|54760|5188|4776|5565|54760|5188|4776|5|1|3453|17|1864.73|0.00|1864.73|25.12|647.53|1342.60|490.80|31.33|672.65
2452464|45885|1693|9985|167761|5857|4146|9985|167761|5857|4146|1|2|3453|58|4656.24|372.49|5028.73|81.18|2294.48|4516.55|34.92|104.77|2748.15
2452358|48864|605|5152|172973|6794|462|5152|172973|6794|462|1|1|3454|8|16.08|0.96|17.04|41.70|76.48|3.85|3.79|8.44|119.14
2452123|34453|525|1125|13938|3424|3797|1125|13938|3424|3797|3|1|3456|80|510.40|5.10|515.50|39.99|4392.00|188.84|106.11|215.45|4437.09
2451320|5144|1154|9769|106020|3151|3042|9769|106020|3151|3042|2|1|3457|1|6.12|0.30|6.42|34.42|2.58|5.50|0.41|0.21|37.30
2451572|71863|1069|8519|119627|1502|4370|8519|119627|1502|4370|2|3|3463|1|39.73|3.57|43.30|23.96|13.24|30.98|7.00|1.75|40.77
|22341|1009|2130||7052|||180551|7052||2||3463|33||55.37|||800.25|595.27|702.28||
2450949|15476|442|5043|31823|250|4630|5043|31823|250|4630|4|1|3464|17|163.03|0.00|163.03|5.07|45.73|128.79|5.82|28.42|50.80
2450925|46913|907|878|180866|1527|675|878|180866|1527|675|1|2|3464|6|296.16|14.80|310.96|50.19|0.00|225.08|46.20|24.88|64.99
2450915|43581|1333|||5960||2974|9987|5960|2453||1|3464|25|884.00||954.72|26.00|644.50||||
2451741|70000|319|1613|86194|6535|3996|1613|86194|6535|3996|1|1|3465|24|541.20|27.06|568.26|33.54|1319.04|422.13|61.91|57.16|1379.64
2452506||1767|3174|165242||51||||51||2|3466||180.32|5.40|||133.12|81.14||35.71|
2451708|55386|794|4800|146577|3281|3098|4800|146577|3281|3098|2|2|3468|59|1519.25|91.15|1610.40|78.49|827.18|319.04|1104.19|96.02|996.82
2452521|31432|1489|1672|117439|246|2686|1672|117439|246|2686|3|1|3469|34|10.88|0.97|11.85|60.05|77.52|6.41|0.49|3.98|138.54
2452340|81071|813|685|33913|1141|4216|685|33913|1141|4216|5|2|3469|1|0.89|0.08|0.97|64.43|33.28|0.50|0.25|0.14|97.79
2451372|12562|764|3287|99860|52|884|3287|99860|52|884|4|2|3470|5|169.05|10.14|179.19|24.09|40.55|155.52|6.62|6.91|74.78
